WEEK, DATE, HOME, AWAY, WIN, PTS W, PTS L, YDS W, YDS L
4, 30 September 2012, SLR, SEA, AWAY, 19, 13, 286, 319
4, 30 September 2012, BUF, NE, AWAY, 52, 28, 580, 438
4, 30 September 2012, DET, MIN, AWAY, 20, 13, 227, 341
4, 30 September 2012, HOU, TEN, AWAY, 38, 14, 297, 325
4, 30 September 2012, ATL, CAR, AWAY, 30, 28, 426, 404
4, 30 September 2012, KC, LAC, AWAY, 37, 20, 293, 349
4, 30 September 2012, NYJ, SF, AWAY, 34, 0, 381, 145
4, 30 September 2012, DEN, OAK, HOME, 37, 6, 503, 237
4, 30 September 2012, JAX, CIN, AWAY, 27, 10, 382, 212
4, 30 September 2012, ARI, MIA, AWAY, 24, 21, 297, 480
4, 30 September 2012, TB, WAS, AWAY, 24, 22, 474, 373
4, 30 September 2012, GB, NO, AWAY, 28, 27, 421, 474
4, 30 September 2012, PHI, NYG, AWAY, 19, 17, 422, 366
4, 1 October 2012, DAL, CHI, AWAY, 34, 18, 360, 430
5, 4 October 2012, SLR, ARI, HOME, 17, 3, 242, 282
5, 7 October 2012, KC, BAL, AWAY, 9, 6, 298, 338
5, 7 October 2012, PIT, PHI, AWAY, 16, 14, 343, 246
5, 7 October 2012, NYG, CLE, AWAY, 41, 27, 502, 375
5, 7 October 2012, IND, GB, AWAY, 30, 27, 464, 356
5, 7 October 2012, CIN, MIA, AWAY, 17, 13, 279, 298
5, 7 October 2012, WAS, ATL, AWAY, 24, 17, 421, 316
5, 7 October 2012, CAR, SEA, AWAY, 16, 12, 310, 190
5, 7 October 2012, JAX, CHI, AWAY, 41, 3, 501, 189
5, 7 October 2012, MIN, TEN, HOME, 30, 7, 433, 267
5, 7 October 2012, NE, DEN, AWAY, 31, 21, 444, 394
5, 7 October 2012, SF, BUF, AWAY, 45, 3, 621, 204
5, 7 October 2012, NO, LAC, AWAY, 31, 24, 404, 427
5, 8 October 2012, NYJ, HOU, AWAY, 23, 17, 378, 286
6, 11 October 2012, TEN, PIT, AWAY, 26, 23, 359, 412
6, 14 October 2012, MIA, SLR, AWAY, 17, 14, 192, 462
6, 14 October 2012, TB, KC, AWAY, 38, 10, 463, 260
6, 14 October 2012, ATL, OAK, AWAY, 23, 20, 286, 474
6, 14 October 2012, BAL, DAL, AWAY, 31, 29, 316, 481
6, 14 October 2012, NYJ, IND, HOME, 35, 9, 351, 298
6, 14 October 2012, CLE, CIN, AWAY, 34, 24, 328, 438
6, 14 October 2012, PHI, DET, AWAY, 26, 23, 449, 357
6, 14 October 2012, SEA, NE, AWAY, 24, 23, 368, 475
6, 14 October 2012, ARI, BUF, AWAY, 19, 16, 306, 332
6, 14 October 2012, SF, NYG, HOME, 26, 3, 342, 314
6, 14 October 2012, WAS, MIN, AWAY, 38, 26, 361, 421
6, 14 October 2012, HOU, GB, AWAY, 42, 24, 427, 321
6, 15 October 2012, LAC, DEN, AWAY, 35, 24, 365, 307
7, 18 October 2012, SF, SEA, HOME, 13, 6, 313, 251
7, 21 October 2012, SLR, GB, AWAY, 30, 20, 402, 354
7, 21 October 2012, TB, NO, AWAY, 35, 28, 458, 513
7, 21 October 2012, IND, CLE, AWAY, 17, 13, 321, 319
7, 21 October 2012, BUF, TEN, AWAY, 35, 34, 390, 382
7, 21 October 2012, HOU, BAL, AWAY, 43, 13, 420, 176
7, 21 October 2012, CAR, DAL, AWAY, 19, 14, 312, 328
7, 21 October 2012, NYG, WAS, AWAY, 27, 23, 393, 480
7, 21 October 2012, MIN, ARI, AWAY, 21, 14, 209, 356
7, 21 October 2012, OAK, JAX, AWAY, 26, 23, 351, 209
7, 21 October 2012, NE, NYJ, AWAY, 29, 26, 381, 403
7, 21 October 2012, CIN, PIT, AWAY, 24, 17, 431, 185
7, 22 October 2012, CHI, DET, HOME, 13, 7, 296, 340
8, 25 October 2012, MIN, TB, AWAY, 36, 17, 416, 369
8, 28 October 2012, PIT, WAS, AWAY, 27, 12, 355, 255
8, 28 October 2012, PHI, ATL, AWAY, 30, 17, 392, 270
8, 28 October 2012, DET, SEA, AWAY, 28, 24, 415, 369
8, 28 October 2012, CHI, CAR, AWAY, 23, 22, 210, 416
8, 28 October 2012, GB, JAX, AWAY, 24, 15, 238, 341
8, 28 October 2012, NYJ, MIA, HOME, 30, 9, 236, 363
8, 28 October 2012, TEN, IND, AWAY, 19, 13, 457, 339
8, 28 October 2012, SLR, NE, HOME, 45, 7, 473, 326
8, 28 October 2012, CLE, LAC, AWAY, 7, 6, 250, 265
8, 28 October 2012, KC, OAK, AWAY, 26, 16, 344, 299
8, 28 October 2012, DAL, NYG, AWAY, 29, 24, 293, 434
8, 28 October 2012, DEN, NO, AWAY, 34, 14, 530, 252
8, 29 October 2012, ARI, SF, HOME, 24, 3, 317, 265
9, 1 November 2012, LAC, KC, AWAY, 31, 13, 339, 289
9, 4 November 2012, IND, MIA, AWAY, 23, 20, 516, 365
9, 4 November 2012, CIN, DEN, AWAY, 31, 23, 359, 366
9, 4 November 2012, HOU, BUF, HOME, 21, 9, 374, 304
9, 4 November 2012, GB, ARI, AWAY, 31, 17, 384, 340
9, 4 November 2012, CLE, BAL, AWAY, 25, 15, 282, 290
9, 4 November 2012, TEN, CHI, AWAY, 51, 20, 365, 339
9, 4 November 2012, JAX, DET, AWAY, 31, 14, 434, 279
9, 4 November 2012, WAS, CAR, AWAY, 21, 13, 330, 337
9, 4 November 2012, OAK, TB, AWAY, 42, 32, 515, 424
9, 4 November 2012, SEA, MIN, AWAY, 30, 20, 385, 287
9, 4 November 2012, NYG, PIT, AWAY, 24, 20, 349, 182
9, 4 November 2012, ATL, DAL, AWAY, 19, 13, 453, 377
9, 5 November 2012, NO, PHI, AWAY, 28, 13, 371, 447
10, 8 November 2012, JAX, IND, AWAY, 27, 10, 359, 337
10, 11 November 2012, NE, BUF, AWAY, 37, 31, 347, 481
10, 11 November 2012, CAR, DEN, AWAY, 36, 14, 360, 250
10, 11 November 2012, BAL, OAK, AWAY, 55, 20, 419, 422
10, 11 November 2012, NO, ATL, AWAY, 31, 27, 440, 454
10, 11 November 2012, TB, LAC, AWAY, 34, 24, 279, 426
10, 11 November 2012, CIN, NYG, AWAY, 31, 13, 275, 318
10, 11 November 2012, MIA, TEN, AWAY, 37, 3, 293, 255
10, 11 November 2012, MIN, DET, AWAY, 34, 24, 403, 368
10, 11 November 2012, SEA, NYJ, HOME, 28, 7, 363, 185
10, 11 November 2012, SF, SLR, TIE, 24, 24, 341, 458
10, 11 November 2012, PHI, DAL, AWAY, 38, 23, 294, 369
10, 11 November 2012, CHI, HOU, HOME, 13, 6, 215, 249
10, 12 November 2012, PIT, KC, AWAY, 16, 13, 249, 290
11, 15 November 2012, BUF, MIA, AWAY, 19, 14, 281, 184
11, 18 November 2012, SLR, NYJ, AWAY, 27, 13, 289, 281
11, 18 November 2012, DET, GB, AWAY, 24, 20, 314, 362
11, 18 November 2012, HOU, JAX, AWAY, 43, 37, 653, 458
11, 18 November 2012, ATL, ARI, AWAY, 23, 19, 354, 178
11, 18 November 2012, WAS, PHI, HOME, 31, 6, 361, 257
11, 18 November 2012, KC, CIN, HOME, 28, 6, 409, 284
11, 18 November 2012, CAR, TB, AWAY, 27, 21, 403, 331
11, 18 November 2012, DAL, CLE, AWAY, 23, 20, 320, 311
11, 18 November 2012, OAK, NO, AWAY, 38, 17, 380, 404
11, 18 November 2012, DEN, LAC, AWAY, 30, 23, 386, 277
11, 18 November 2012, NE, IND, AWAY, 59, 24, 446, 448
11, 18 November 2012, PIT, BAL, AWAY, 13, 10, 200, 309
11, 19 November 2012, SF, CHI, HOME, 32, 7, 353, 143
12, 22 November 2012, DET, HOU, AWAY, 34, 31, 501, 525
12, 22 November 2012, DAL, WAS, AWAY, 38, 31, 437, 458
12, 22 November 2012, NYJ, NE, AWAY, 49, 19, 475, 405
12, 25 November 2012, CHI, MIN, AWAY, 28, 10, 296, 258
12, 25 November 2012, CLE, PIT, AWAY, 20, 14, 238, 242
12, 25 November 2012, CIN, OAK, AWAY, 34, 10, 415, 218
12, 25 November 2012, TB, ATL, AWAY, 24, 23, 424, 326
12, 25 November 2012, JAX, TEN, AWAY, 24, 19, 321, 360
12, 25 November 2012, MIA, SEA, AWAY, 24, 21, 435, 312
12, 25 November 2012, KC, DEN, HOME, 17, 9, 368, 264
12, 25 November 2012, IND, BUF, AWAY, 20, 13, 312, 304
12, 25 November 2012, LAC, BAL, AWAY, 16, 13, 443, 280
12, 25 November 2012, ARI, SLR, AWAY, 31, 17, 367, 375
12, 25 November 2012, NO, SF, AWAY, 31, 21, 375, 290
12, 25 November 2012, NYG, GB, AWAY, 38, 10, 390, 317
12, 26 November 2012, PHI, CAR, AWAY, 30, 22, 398, 311
13, 29 November 2012, ATL, NO, AWAY, 23, 13, 283, 436
13, 2 December 2012, SLR, SF, AWAY, 16, 13, 293, 339
13, 2 December 2012, GB, MIN, AWAY, 23, 14, 435, 359
13, 2 December 2012, TEN, HOU, AWAY, 24, 10, 331, 354
13, 2 December 2012, MIA, NE, AWAY, 23, 16, 321, 277
13, 2 December 2012, BUF, JAX, AWAY, 34, 18, 344, 236
13, 2 December 2012, CHI, SEA, AWAY, 23, 17, 459, 365
13, 2 December 2012, KC, CAR, AWAY, 27, 21, 355, 385
13, 2 December 2012, DET, IND, AWAY, 35, 33, 459, 451
13, 2 December 2012, NYJ, ARI, AWAY, 7, 6, 289, 137
13, 2 December 2012, DEN, TB, AWAY, 31, 23, 333, 306
13, 2 December 2012, BAL, PIT, AWAY, 23, 20, 366, 288
13, 2 December 2012, OAK, CLE, AWAY, 20, 17, 475, 429
13, 2 December 2012, LAC, CIN, AWAY, 20, 13, 339, 297
13, 2 December 2012, DAL, PHI, AWAY, 38, 33, 417, 423
13, 3 December 2012, WAS, NYG, AWAY, 17, 16, 370, 390
14, 6 December 2012, OAK, DEN, AWAY, 26, 13, 428, 324
14, 9 December 2012, BUF, SLR, AWAY, 15, 12, 285, 281
14, 9 December 2012, JAX, NYJ, AWAY, 17, 10, 270, 291
14, 9 December 2012, IND, TEN, AWAY, 27, 23, 269, 356
14, 9 December 2012, PIT, LAC, AWAY, 34, 24, 294, 340
14, 9 December 2012, CLE, KC, HOME, 30, 7, 352, 310
14, 9 December 2012, TB, PHI, AWAY, 23, 21, 367, 314
14, 9 December 2012, CIN, DAL, AWAY, 20, 19, 288, 336
14, 9 December 2012, WAS, BAL, AWAY, 31, 28, 423, 359
14, 9 December 2012, CAR, ATL, AWAY, 30, 20, 475, 362
14, 9 December 2012, MIN, CHI, AWAY, 21, 14, 248, 438
14, 9 December 2012, SF, MIA, AWAY, 27, 13, 321, 227
14, 9 December 2012, SEA, ARI, AWAY, 58, 0, 493, 154
14, 9 December 2012, NYG, NO, AWAY, 52, 27, 394, 487
14, 9 December 2012, GB, DET, AWAY, 27, 20, 288, 386
14, 10 December 2012, NE, HOU, AWAY, 42, 14, 419, 323
15, 13 December 2012, PHI, CIN, AWAY, 34, 13, 249, 219
15, 16 December 2012, SLR, MIN, AWAY, 36, 22, 322, 432
15, 16 December 2012, BAL, DEN, AWAY, 34, 17, 350, 278
15, 16 December 2012, HOU, IND, AWAY, 29, 17, 417, 272
15, 16 December 2012, CLE, WAS, AWAY, 38, 21, 430, 291
15, 16 December 2012, ATL, NYG, AWAY, 34, 0, 394, 256
15, 16 December 2012, CHI, GB, AWAY, 21, 13, 391, 190
15, 16 December 2012, MIA, JAX, HOME, 24, 3, 389, 299
15, 16 December 2012, NO, TB, AWAY, 41, 0, 447, 386
15, 16 December 2012, LAC, CAR, HOME, 31, 7, 372, 164
15, 16 December 2012, BUF, SEA, AWAY, 50, 17, 466, 333
15, 16 December 2012, ARI, DET, AWAY, 38, 10, 196, 312
15, 16 December 2012, OAK, KC, AWAY, 15, 0, 385, 119
15, 16 December 2012, DAL, PIT, AWAY, 27, 24, 415, 388
15, 16 December 2012, NE, SF, AWAY, 41, 34, 388, 520
15, 17 December 2012, TEN, NYJ, AWAY, 14, 10, 294, 253
16, 22 December 2012, DET, ATL, AWAY, 31, 18, 344, 522
16, 23 December 2012, PIT, CIN, AWAY, 13, 10, 267, 280
16, 23 December 2012, GB, TEN, HOME, 55, 7, 460, 180
16, 23 December 2012, MIA, BUF, AWAY, 24, 10, 301, 381
16, 23 December 2012, JAX, NE, AWAY, 23, 16, 349, 436
16, 23 December 2012, DAL, NO, AWAY, 34, 31, 562, 446
16, 23 December 2012, PHI, WAS, AWAY, 27, 20, 313, 411
16, 23 December 2012, NYJ, LAC, AWAY, 27, 17, 223, 225
16, 23 December 2012, HOU, MIN, HOME, 23, 6, 345, 187
16, 23 December 2012, KC, IND, AWAY, 20, 13, 288, 507
16, 23 December 2012, TB, SLR, AWAY, 28, 13, 285, 429
16, 23 December 2012, CAR, OAK, HOME, 17, 6, 271, 189
16, 23 December 2012, DEN, CLE, AWAY, 34, 12, 457, 233
16, 23 December 2012, BAL, NYG, AWAY, 33, 14, 533, 186
16, 23 December 2012, ARI, CHI, AWAY, 28, 13, 297, 248
16, 23 December 2012, SEA, SF, AWAY, 42, 13, 346, 313
17, 30 December 2012, TEN, JAX, AWAY, 38, 20, 221, 375
17, 30 December 2012, IND, HOU, AWAY, 28, 16, 265, 352
17, 30 December 2012, PIT, CLE, AWAY, 24, 10, 212, 320
17, 30 December 2012, ATL, TB, AWAY, 22, 17, 366, 278
17, 30 December 2012, BUF, NYJ, HOME, 28, 9, 334, 332
17, 30 December 2012, DET, CHI, AWAY, 26, 24, 389, 327
17, 30 December 2012, CIN, BAL, AWAY, 23, 17, 189, 352
17, 30 December 2012, NO, CAR, AWAY, 44, 38, 530, 441
17, 30 December 2012, NYG, PHI, HOME, 42, 7, 397, 317
17, 30 December 2012, LAC, OAK, AWAY, 24, 21, 210, 265
17, 30 December 2012, SF, ARI, AWAY, 27, 13, 407, 262
17, 30 December 2012, DEN, KC, AWAY, 38, 3, 488, 119
17, 30 December 2012, MIN, GB, AWAY, 37, 34, 444, 405
17, 30 December 2012, NE, MIA, AWAY, 28, 0, 443, 256
17, 30 December 2012, SEA, SLR, AWAY, 20, 13, 362, 331
17, 30 December 2012, WAS, DAL, AWAY, 28, 18, 361, 296
