WEEK, DATE, HOME, AWAY, WIN, PTS W, PTS L, YDS W, YDS L
3, 24 September 2017, BUF, DEN, AWAY, 26, 16, 272, 366
3, 24 September 2017, MIN, TB, AWAY, 34, 17, 494, 342
3, 24 September 2017, CHI, PIT, AWAY, 23, 17, 306, 282
3, 24 September 2017, CAR, NO, AWAY, 34, 13, 362, 288
3, 24 September 2017, IND, CLE, AWAY, 31, 28, 335, 346
3, 24 September 2017, NE, HOU, AWAY, 36, 33, 396, 417
3, 24 September 2017, PHI, NYG, AWAY, 27, 24, 354, 415
3, 24 September 2017, TEN, SEA, AWAY, 33, 27, 420, 433
3, 24 September 2017, LAC, KC, AWAY, 24, 10, 311, 330
3, 24 September 2017, GB, CIN, AWAY, 27, 24, 344, 301
3, 24 September 2017, WAS, OAK, AWAY, 27, 10, 472, 128
3, 25 September 2017, ARI, DAL, AWAY, 28, 17, 273, 332
4, 28 September 2017, GB, CHI, AWAY, 35, 14, 260, 308
4, 1 October 2017, MIA, NO, AWAY, 20, 0, 347, 186
4, 1 October 2017, NYJ, JAX, AWAY, 23, 20, 471, 311
4, 1 October 2017, DAL, LAR, AWAY, 35, 30, 412, 440
4, 1 October 2017, MIN, DET, HOME, 14, 7, 251, 284
4, 1 October 2017, BAL, PIT, HOME, 26, 9, 381, 288
4, 1 October 2017, ATL, BUF, AWAY, 23, 17, 281, 389
4, 1 October 2017, NE, CAR, AWAY, 33, 30, 444, 373
4, 1 October 2017, CLE, CIN, HOME, 31, 7, 350, 215
4, 1 October 2017, HOU, TEN, AWAY, 57, 14, 445, 195
4, 1 October 2017, TB, NYG, AWAY, 25, 23, 434, 379
4, 1 October 2017, LAC, PHI, AWAY, 26, 24, 454, 400
4, 1 October 2017, ARI, SF, AWAY, 18, 15, 368, 305
4, 1 October 2017, DEN, OAK, AWAY, 16, 10, 298, 254
4, 1 October 2017, SEA, IND, AWAY, 46, 18, 477, 237
4, 2 October 2017, KC, WAS, AWAY, 29, 20, 429, 331
5, 5 October 2017, TB, NE, AWAY, 19, 14, 402, 409
5, 8 October 2017, MIA, TEN, AWAY, 16, 10, 178, 188
5, 8 October 2017, DET, CAR, AWAY, 27, 24, 362, 242
5, 8 October 2017, PHI, ARI, HOME, 34, 7, 419, 307
5, 8 October 2017, PIT, JAX, HOME, 30, 9, 313, 371
5, 8 October 2017, NYG, LAC, AWAY, 27, 22, 382, 335
5, 8 October 2017, IND, SF, AWAY, 26, 23, 447, 402
5, 8 October 2017, CIN, BUF, AWAY, 20, 16, 388, 221
5, 8 October 2017, CLE, NYJ, AWAY, 17, 14, 212, 419
5, 8 October 2017, OAK, BAL, AWAY, 30, 17, 365, 245
5, 8 October 2017, LAR, SEA, AWAY, 16, 10, 241, 375
5, 8 October 2017, DAL, GB, AWAY, 35, 31, 342, 408
5, 8 October 2017, HOU, KC, AWAY, 42, 34, 450, 392
5, 9 October 2017, CHI, MIN, AWAY, 20, 17, 300, 274
6, 12 October 2017, CAR, PHI, AWAY, 28, 23, 310, 305
6, 15 October 2017, ATL, MIA, AWAY, 20, 17, 289, 339
6, 15 October 2017, NYJ, NE, AWAY, 24, 17, 375, 408
6, 15 October 2017, HOU, CLE, AWAY, 33, 17, 340, 247
6, 15 October 2017, BAL, CHI, AWAY, 27, 24, 342, 291
6, 15 October 2017, NO, DET, AWAY, 52, 38, 379, 347
6, 15 October 2017, WAS, SF, AWAY, 26, 24, 419, 335
6, 15 October 2017, MIN, GB, AWAY, 23, 10, 351, 227
6, 15 October 2017, ARI, TB, AWAY, 38, 33, 432, 412
6, 15 October 2017, JAX, LAR, AWAY, 27, 17, 249, 389
6, 15 October 2017, OAK, LAC, AWAY, 17, 16, 343, 274
6, 15 October 2017, KC, PIT, AWAY, 19, 13, 439, 251
6, 15 October 2017, DEN, NYG, AWAY, 23, 10, 266, 412
6, 16 October 2017, TEN, IND, AWAY, 36, 22, 473, 297
7, 19 October 2017, OAK, KC, AWAY, 31, 30, 505, 425
7, 22 October 2017, MIA, NYJ, AWAY, 31, 28, 357, 272
7, 22 October 2017, BUF, TB, AWAY, 30, 27, 434, 447
7, 22 October 2017, GB, NO, AWAY, 26, 17, 485, 260
7, 22 October 2017, IND, JAX, AWAY, 27, 0, 518, 232
7, 22 October 2017, CLE, TEN, HOME, 12, 9, 269, 284
7, 22 October 2017, MIN, BAL, AWAY, 24, 16, 357, 208
7, 22 October 2017, CHI, CAR, HOME, 17, 3, 153, 293
7, 22 October 2017, LAR, ARI, AWAY, 33, 0, 425, 196
7, 22 October 2017, SF, DAL, AWAY, 40, 10, 501, 290
7, 22 October 2017, PIT, CIN, AWAY, 29, 14, 420, 179
7, 22 October 2017, LAC, DEN, AWAY, 21, 0, 242, 251
7, 22 October 2017, NYG, SEA, HOME, 24, 7, 425, 177
7, 22 October 2017, NE, ATL, HOME, 23, 7, 403, 343
7, 23 October 2017, PHI, WAS, AWAY, 34, 24, 371, 344
8, 26 October 2017, BAL, MIA, AWAY, 40, 0, 295, 196
8, 29 October 2017, CLE, MIN, AWAY, 33, 16, 375, 276
8, 29 October 2017, BUF, OAK, AWAY, 34, 14, 331, 367
8, 29 October 2017, NYJ, ATL, AWAY, 25, 20, 386, 279
8, 29 October 2017, CIN, IND, AWAY, 24, 23, 276, 331
8, 29 October 2017, PHI, SF, AWAY, 33, 10, 304, 238
8, 29 October 2017, NE, LAC, AWAY, 21, 13, 414, 349
8, 29 October 2017, NO, CHI, AWAY, 20, 12, 387, 307
8, 29 October 2017, TB, CAR, HOME, 17, 3, 254, 279
8, 29 October 2017, SEA, HOU, AWAY, 41, 38, 479, 509
8, 29 October 2017, WAS, DAL, AWAY, 33, 19, 307, 285
8, 29 October 2017, DET, PIT, AWAY, 20, 15, 392, 482
8, 30 October 2017, KC, DEN, AWAY, 29, 19, 276, 364
9, 2 November 2017, NYJ, BUF, AWAY, 34, 21, 331, 307
9, 5 November 2017, NYG, LAR, AWAY, 51, 17, 473, 319
9, 5 November 2017, TEN, BAL, AWAY, 23, 20, 257, 341
9, 5 November 2017, NO, TB, AWAY, 30, 10, 407, 200
9, 5 November 2017, CAR, ATL, AWAY, 20, 17, 330, 355
9, 5 November 2017, JAX, CIN, HOME, 23, 7, 408, 148
9, 5 November 2017, PHI, DEN, AWAY, 51, 23, 419, 226
9, 5 November 2017, HOU, IND, AWAY, 20, 14, 371, 288
9, 5 November 2017, SF, ARI, AWAY, 20, 10, 368, 329
9, 5 November 2017, SEA, WAS, AWAY, 17, 14, 244, 437
9, 5 November 2017, DAL, KC, AWAY, 28, 17, 375, 323
9, 5 November 2017, MIA, OAK, AWAY, 27, 24, 379, 395
9, 6 November 2017, GB, DET, AWAY, 30, 17, 417, 311
10, 9 November 2017, ARI, SEA, AWAY, 22, 16, 287, 290
10, 12 November 2017, DET, CLE, AWAY, 38, 24, 345, 413
10, 12 November 2017, TEN, CIN, AWAY, 24, 20, 416, 308
10, 12 November 2017, BUF, NO, AWAY, 47, 10, 482, 198
10, 12 November 2017, CHI, GB, AWAY, 23, 16, 342, 323
10, 12 November 2017, WAS, MIN, AWAY, 38, 30, 406, 394
10, 12 November 2017, JAX, LAC, AWAY, 20, 17, 398, 322
10, 12 November 2017, TB, NYJ, AWAY, 15, 10, 271, 275
10, 12 November 2017, IND, PIT, AWAY, 20, 17, 316, 267
10, 12 November 2017, LAR, HOU, HOME, 33, 7, 443, 283
10, 12 November 2017, SF, NYG, AWAY, 31, 21, 474, 374
10, 12 November 2017, ATL, DAL, HOME, 27, 7, 336, 233
10, 12 November 2017, DEN, NE, AWAY, 41, 16, 396, 339
10, 13 November 2017, CAR, MIA, AWAY, 45, 21, 548, 313
11, 16 November 2017, PIT, TEN, AWAY, 40, 17, 349, 316
11, 19 November 2017, CHI, DET, AWAY, 27, 24, 352, 398
11, 19 November 2017, MIN, LAR, HOME, 24, 7, 451, 254
11, 19 November 2017, GB, BAL, AWAY, 23, 0, 219, 265
11, 19 November 2017, NYG, KC, HOME, 12, 9, 317, 363
11, 19 November 2017, CLE, JAX, HOME, 19, 7, 284, 184
11, 19 November 2017, NO, WAS, AWAY, 34, 31, 535, 456
11, 19 November 2017, HOU, ARI, AWAY, 31, 21, 357, 292
11, 19 November 2017, MIA, TB, AWAY, 30, 20, 321, 448
11, 19 November 2017, LAC, BUF, AWAY, 54, 24, 429, 393
11, 19 November 2017, DEN, CIN, AWAY, 20, 17, 190, 341
11, 19 November 2017, OAK, NE, HOME, 33, 8, 421, 344
11, 19 November 2017, DAL, PHI, HOME, 37, 9, 383, 225
11, 20 November 2017, SEA, ATL, AWAY, 34, 31, 279, 360
12, 23 November 2017, DET, MIN, AWAY, 30, 23, 408, 289
12, 23 November 2017, DAL, LAC, HOME, 28, 6, 515, 247
12, 23 November 2017, WAS, NYG, AWAY, 20, 10, 323, 170
12, 26 November 2017, NE, MIA, AWAY, 35, 17, 417, 221
12, 26 November 2017, KC, BUF, AWAY, 16, 10, 268, 236
12, 26 November 2017, PHI, CHI, AWAY, 31, 3, 420, 140
12, 26 November 2017, NYJ, CAR, AWAY, 35, 27, 299, 391
12, 26 November 2017, ATL, TB, AWAY, 34, 20, 516, 373
12, 26 November 2017, CIN, CLE, AWAY, 30, 16, 361, 405
12, 26 November 2017, IND, TEN, AWAY, 20, 16, 276, 254
12, 26 November 2017, SF, SEA, AWAY, 24, 13, 318, 280
12, 26 November 2017, OAK, DEN, AWAY, 21, 14, 348, 216
12, 26 November 2017, LAR, NO, AWAY, 26, 20, 415, 346
12, 26 November 2017, ARI, JAX, AWAY, 27, 24, 344, 219
12, 26 November 2017, PIT, GB, AWAY, 31, 28, 462, 307
12, 27 November 2017, BAL, HOU, AWAY, 23, 16, 294, 303
13, 30 November 2017, DAL, WAS, AWAY, 38, 14, 275, 280
13, 3 December 2017, JAX, IND, AWAY, 30, 10, 426, 290
13, 3 December 2017, TEN, HOU, AWAY, 24, 13, 344, 384
13, 3 December 2017, BUF, NE, HOME, 23, 3, 435, 268
13, 3 December 2017, NYJ, KC, AWAY, 38, 31, 488, 474
13, 3 December 2017, BAL, DET, AWAY, 44, 20, 370, 372
13, 3 December 2017, CHI, SF, AWAY, 15, 14, 388, 147
13, 3 December 2017, MIA, DEN, HOME, 35, 9, 367, 270
13, 3 December 2017, ATL, MIN, HOME, 14, 9, 312, 275
13, 3 December 2017, GB, TB, AWAY, 26, 20, 276, 395
13, 3 December 2017, LAC, CLE, AWAY, 19, 10, 429, 291
13, 3 December 2017, ARI, LAR, AWAY, 32, 16, 303, 305
13, 3 December 2017, NO, CAR, AWAY, 31, 21, 400, 279
13, 3 December 2017, OAK, NYG, AWAY, 24, 17, 401, 265
13, 3 December 2017, SEA, PHI, AWAY, 24, 10, 310, 425
13, 4 December 2017, CIN, PIT, AWAY, 23, 20, 374, 353
14, 7 December 2017, ATL, NO, AWAY, 20, 17, 343, 306
14, 10 December 2017, CIN, CHI, HOME, 33, 7, 482, 234
14, 10 December 2017, CAR, MIN, AWAY, 31, 24, 345, 356
14, 10 December 2017, NYG, DAL, AWAY, 30, 10, 454, 330
14, 10 December 2017, HOU, SF, AWAY, 26, 16, 416, 311
14, 10 December 2017, BUF, IND, HOME, 13, 7, 319, 227
14, 10 December 2017, KC, OAK, AWAY, 26, 15, 408, 268
14, 10 December 2017, TB, DET, AWAY, 24, 21, 434, 400
14, 10 December 2017, CLE, GB, AWAY, 27, 21, 341, 345
14, 10 December 2017, DEN, NYJ, AWAY, 23, 0, 273, 100
14, 10 December 2017, LAC, WAS, AWAY, 30, 13, 488, 201
14, 10 December 2017, ARI, TEN, HOME, 12, 7, 261, 204
14, 10 December 2017, JAX, SEA, AWAY, 30, 24, 424, 401
14, 10 December 2017, LAR, PHI, AWAY, 43, 35, 455, 307
14, 10 December 2017, PIT, BAL, AWAY, 39, 38, 545, 413
14, 11 December 2017, MIA, NE, AWAY, 27, 20, 362, 248
15, 14 December 2017, IND, DEN, AWAY, 25, 13, 462, 228
15, 16 December 2017, DET, CHI, AWAY, 20, 10, 293, 349
15, 16 December 2017, KC, LAC, AWAY, 30, 13, 397, 307
15, 17 December 2017, BUF, MIA, AWAY, 24, 16, 328, 349
15, 17 December 2017, NO, NYJ, AWAY, 31, 19, 412, 294
15, 17 December 2017, CLE, BAL, AWAY, 27, 10, 376, 266
15, 17 December 2017, MIN, CIN, HOME, 34, 7, 346, 161
15, 17 December 2017, NYG, PHI, AWAY, 34, 29, 341, 504
15, 17 December 2017, CAR, GB, AWAY, 31, 24, 387, 384
15, 17 December 2017, WAS, ARI, AWAY, 20, 15, 218, 286
15, 17 December 2017, JAX, HOU, HOME, 45, 7, 464, 186
15, 17 December 2017, SEA, LAR, HOME, 42, 7, 352, 149
15, 17 December 2017, SF, TEN, AWAY, 25, 23, 414, 328
15, 17 December 2017, PIT, NE, AWAY, 27, 24, 360, 413
15, 17 December 2017, OAK, DAL, AWAY, 20, 17, 330, 293
15, 18 December 2017, TB, ATL, AWAY, 24, 21, 410, 373
16, 23 December 2017, BAL, IND, AWAY, 23, 16, 323, 296
16, 23 December 2017, GB, MIN, AWAY, 16, 0, 236, 239
16, 24 December 2017, TEN, LAR, AWAY, 27, 23, 402, 366
16, 24 December 2017, WAS, DEN, AWAY, 27, 11, 386, 330
16, 24 December 2017, NYJ, LAC, HOME, 14, 7, 379, 295
16, 24 December 2017, KC, MIA, AWAY, 29, 13, 404, 345
16, 24 December 2017, NE, BUF, AWAY, 37, 16, 411, 326
16, 24 December 2017, CIN, DET, AWAY, 26, 17, 364, 276
16, 24 December 2017, CHI, CLE, HOME, 20, 3, 258, 254
16, 24 December 2017, CAR, TB, AWAY, 22, 19, 255, 392
16, 24 December 2017, NO, ATL, AWAY, 23, 13, 315, 331
16, 24 December 2017, SF, JAX, AWAY, 44, 33, 369, 472
16, 24 December 2017, ARI, NYG, AWAY, 23, 0, 289, 293
16, 24 December 2017, DAL, SEA, AWAY, 21, 12, 136, 282
16, 25 December 2017, HOU, PIT, HOME, 34, 6, 330, 227
16, 25 December 2017, PHI, OAK, AWAY, 19, 10, 216, 274
17, 31 December 2017, IND, HOU, AWAY, 22, 13, 250, 209
17, 31 December 2017, NE, NYJ, HOME, 26, 6, 330, 247
17, 31 December 2017, DET, GB, AWAY, 35, 11, 356, 256
17, 31 December 2017, PHI, DAL, AWAY, 6, 0, 301, 219
17, 31 December 2017, PIT, CLE, AWAY, 28, 24, 348, 374
17, 31 December 2017, NYG, WAS, AWAY, 18, 10, 381, 197
17, 31 December 2017, MIN, CHI, AWAY, 23, 10, 327, 201
17, 31 December 2017, LAR, SF, AWAY, 34, 13, 461, 251
17, 31 December 2017, SEA, ARI, AWAY, 26, 24, 259, 296
17, 31 December 2017, TB, NO, AWAY, 31, 24, 455, 323
17, 31 December 2017, DEN, KC, AWAY, 27, 24, 379, 336
17, 31 December 2017, LAC, OAK, AWAY, 30, 10, 495, 336
17, 31 December 2017, MIA, BUF, AWAY, 22, 16, 312, 356
17, 31 December 2017, TEN, JAX, AWAY, 15, 10, 232, 229
17, 31 December 2017, BAL, CIN, AWAY, 31, 27, 359, 312
17, 31 December 2017, ATL, CAR, AWAY, 22, 10, 371, 248
