WEEK, DATE, HOME, AWAY, WIN, PTS W, PTS L, YDS W, YDS L
5, 9 October 2011, ATL, GB, AWAY, 25, 14, 426, 251
5, 10 October 2011, DET, CHI, AWAY, 24, 13, 395, 359
6, 16 October 2011, ATL, CAR, AWAY, 31, 17, 325, 368
6, 16 October 2011, PIT, JAX, AWAY, 17, 13, 370, 209
6, 16 October 2011, GB, SLR, HOME, 24, 3, 399, 424
6, 16 October 2011, NYG, BUF, AWAY, 27, 24, 414, 374
6, 16 October 2011, CIN, IND, AWAY, 27, 17, 358, 273
6, 16 October 2011, DET, SF, AWAY, 25, 19, 314, 310
6, 16 October 2011, WAS, PHI, AWAY, 20, 13, 422, 287
6, 16 October 2011, OAK, CLE, AWAY, 24, 17, 329, 268
6, 16 October 2011, BAL, HOU, AWAY, 29, 14, 402, 293
6, 16 October 2011, NE, DAL, AWAY, 20, 16, 371, 377
6, 16 October 2011, TB, NO, AWAY, 26, 20, 420, 453
6, 16 October 2011, CHI, MIN, AWAY, 39, 10, 377, 286
6, 17 October 2011, NYJ, MIA, HOME, 24, 6, 296, 308
7, 23 October 2011, MIA, DEN, AWAY, 18, 15, 308, 267
7, 23 October 2011, TEN, HOU, HOME, 41, 7, 518, 148
7, 23 October 2011, NYJ, LAC, AWAY, 27, 21, 318, 268
7, 23 October 2011, CLE, SEA, AWAY, 6, 3, 298, 137
7, 23 October 2011, TB, CHI, AWAY, 24, 18, 395, 280
7, 23 October 2011, CAR, WAS, AWAY, 33, 20, 407, 353
7, 23 October 2011, DET, ATL, AWAY, 23, 16, 328, 263
7, 23 October 2011, ARI, PIT, AWAY, 32, 20, 445, 330
7, 23 October 2011, DAL, SLR, HOME, 34, 7, 445, 265
7, 23 October 2011, MIN, GB, AWAY, 33, 27, 421, 435
7, 23 October 2011, OAK, KC, AWAY, 28, 0, 300, 322
7, 23 October 2011, NO, IND, HOME, 62, 7, 557, 252
7, 24 October 2011, JAX, BAL, HOME, 12, 7, 205, 146
8, 30 October 2011, SLR, NO, AWAY, 31, 21, 323, 283
8, 30 October 2011, BAL, ARI, AWAY, 30, 27, 405, 207
8, 30 October 2011, NYG, MIA, AWAY, 20, 17, 402, 246
8, 30 October 2011, HOU, JAX, AWAY, 24, 14, 358, 174
8, 30 October 2011, TEN, IND, AWAY, 27, 10, 311, 399
8, 30 October 2011, CAR, MIN, AWAY, 24, 21, 361, 405
8, 30 October 2011, BUF, WAS, AWAY, 23, 0, 390, 178
8, 30 October 2011, DEN, DET, AWAY, 45, 10, 376, 312
8, 30 October 2011, PIT, NE, AWAY, 25, 17, 427, 213
8, 30 October 2011, SF, CLE, AWAY, 20, 10, 348, 290
8, 30 October 2011, SEA, CIN, AWAY, 34, 12, 252, 411
8, 30 October 2011, PHI, DAL, HOME, 34, 7, 495, 267
8, 31 October 2011, KC, LAC, AWAY, 23, 20, 341, 447
9, 6 November 2011, DAL, SEA, AWAY, 23, 13, 442, 381
9, 6 November 2011, IND, ATL, HOME, 31, 7, 432, 186
9, 6 November 2011, HOU, CLE, AWAY, 30, 12, 380, 172
9, 6 November 2011, BUF, NYJ, AWAY, 27, 11, 348, 287
9, 6 November 2011, WAS, SF, AWAY, 19, 11, 326, 303
9, 6 November 2011, KC, MIA, AWAY, 31, 3, 351, 343
9, 6 November 2011, NO, TB, AWAY, 27, 16, 453, 365
9, 6 November 2011, TEN, CIN, AWAY, 24, 17, 319, 328
9, 6 November 2011, OAK, DEN, AWAY, 38, 24, 412, 416
9, 6 November 2011, NE, NYG, AWAY, 24, 20, 361, 438
9, 6 November 2011, ARI, SLR, AWAY, 19, 13, 262, 383
9, 6 November 2011, LAC, GB, AWAY, 45, 38, 368, 460
9, 6 November 2011, PIT, BAL, AWAY, 23, 20, 356, 392
9, 7 November 2011, PHI, CHI, AWAY, 30, 24, 372, 330
10, 10 November 2011, LAC, OAK, AWAY, 24, 17, 489, 314
10, 13 November 2011, PHI, ARI, AWAY, 21, 17, 370, 289
10, 13 November 2011, DAL, BUF, HOME, 44, 7, 433, 271
10, 13 November 2011, CIN, PIT, AWAY, 24, 17, 328, 279
10, 13 November 2011, TB, HOU, HOME, 37, 9, 420, 231
10, 13 November 2011, IND, JAX, HOME, 17, 3, 251, 212
10, 13 November 2011, KC, DEN, AWAY, 17, 10, 313, 258
10, 13 November 2011, CLE, SLR, AWAY, 13, 12, 281, 335
10, 13 November 2011, MIA, WAS, HOME, 20, 9, 303, 246
10, 13 November 2011, ATL, NO, AWAY, 26, 23, 363, 481
10, 13 November 2011, CAR, TEN, AWAY, 30, 3, 383, 279
10, 13 November 2011, SEA, BAL, AWAY, 22, 17, 327, 323
10, 13 November 2011, SF, NYG, AWAY, 27, 20, 305, 395
10, 13 November 2011, CHI, DET, AWAY, 37, 13, 216, 393
10, 13 November 2011, NYJ, NE, AWAY, 37, 16, 389, 378
10, 14 November 2011, GB, MIN, HOME, 45, 7, 356, 266
11, 17 November 2011, DEN, NYJ, AWAY, 17, 13, 229, 318
11, 20 November 2011, MIA, BUF, HOME, 35, 8, 242, 245
11, 20 November 2011, BAL, CIN, AWAY, 31, 24, 373, 483
11, 20 November 2011, DET, CAR, AWAY, 49, 35, 495, 409
11, 20 November 2011, CLE, JAX, AWAY, 14, 10, 334, 303
11, 20 November 2011, GB, TB, AWAY, 35, 26, 378, 455
11, 20 November 2011, WAS, DAL, AWAY, 27, 24, 353, 339
11, 20 November 2011, MIN, OAK, AWAY, 27, 21, 301, 311
11, 20 November 2011, SLR, SEA, HOME, 24, 7, 289, 185
11, 20 November 2011, SF, ARI, HOME, 23, 7, 431, 229
11, 20 November 2011, ATL, TEN, AWAY, 23, 17, 432, 298
11, 20 November 2011, CHI, LAC, AWAY, 31, 20, 378, 332
11, 20 November 2011, NYG, PHI, AWAY, 17, 10, 391, 278
11, 21 November 2011, NE, KC, AWAY, 34, 3, 380, 334
12, 24 November 2011, DET, GB, AWAY, 27, 15, 349, 409
12, 24 November 2011, DAL, MIA, AWAY, 20, 19, 303, 352
12, 24 November 2011, BAL, SF, HOME, 16, 6, 253, 170
12, 27 November 2011, SLR, ARI, AWAY, 23, 20, 374, 272
12, 27 November 2011, TEN, TB, AWAY, 23, 17, 352, 308
12, 27 November 2011, NYJ, BUF, AWAY, 28, 24, 318, 336
12, 27 November 2011, CIN, CLE, AWAY, 23, 20, 389, 274
12, 27 November 2011, ATL, MIN, AWAY, 24, 14, 335, 226
12, 27 November 2011, IND, CAR, AWAY, 27, 19, 377, 323
12, 27 November 2011, JAX, HOU, AWAY, 20, 13, 215, 255
12, 27 November 2011, OAK, CHI, AWAY, 25, 20, 341, 401
12, 27 November 2011, SEA, WAS, AWAY, 23, 17, 416, 250
12, 27 November 2011, PHI, NE, AWAY, 38, 20, 457, 466
12, 27 November 2011, LAC, DEN, AWAY, 16, 13, 349, 344
12, 27 November 2011, KC, PIT, HOME, 13, 9, 290, 252
12, 28 November 2011, NO, NYG, AWAY, 49, 24, 577, 465
13, 1 December 2011, SEA, PHI, AWAY, 31, 14, 347, 330
13, 4 December 2011, NE, IND, AWAY, 31, 24, 362, 437
13, 4 December 2011, BUF, TEN, AWAY, 23, 17, 317, 386
13, 4 December 2011, PIT, CIN, HOME, 35, 7, 295, 232
13, 4 December 2011, TB, CAR, AWAY, 38, 19, 385, 285
13, 4 December 2011, WAS, NYJ, AWAY, 34, 19, 266, 304
13, 4 December 2011, CHI, KC, HOME, 10, 3, 252, 181
13, 4 December 2011, MIA, OAK, AWAY, 34, 14, 362, 304
13, 4 December 2011, HOU, ATL, AWAY, 17, 10, 337, 337
13, 4 December 2011, MIN, DEN, AWAY, 35, 32, 336, 489
13, 4 December 2011, CLE, BAL, AWAY, 24, 10, 448, 233
13, 4 December 2011, NYG, GB, AWAY, 38, 35, 449, 447
13, 4 December 2011, ARI, DAL, AWAY, 19, 13, 327, 336
13, 4 December 2011, SF, SLR, AWAY, 26, 0, 389, 157
13, 4 December 2011, NO, DET, AWAY, 31, 17, 438, 466
13, 5 December 2011, JAX, LAC, AWAY, 38, 14, 433, 306
14, 8 December 2011, PIT, CLE, HOME, 14, 3, 416, 304
14, 11 December 2011, BAL, IND, AWAY, 24, 10, 358, 167
14, 11 December 2011, NYJ, KC, AWAY, 37, 10, 314, 221
14, 11 December 2011, CIN, HOU, AWAY, 20, 19, 412, 285
14, 11 December 2011, DET, MIN, AWAY, 34, 28, 280, 425
14, 11 December 2011, JAX, TB, AWAY, 41, 14, 325, 280
14, 11 December 2011, TEN, NO, AWAY, 22, 17, 437, 373
14, 11 December 2011, WAS, NE, AWAY, 34, 27, 431, 463
14, 11 December 2011, MIA, PHI, AWAY, 26, 10, 239, 204
14, 11 December 2011, CAR, ATL, AWAY, 31, 23, 394, 416
14, 11 December 2011, DEN, CHI, AWAY, 13, 10, 345, 245
14, 11 December 2011, ARI, SF, AWAY, 21, 19, 325, 233
14, 11 December 2011, GB, OAK, AWAY, 46, 16, 391, 357
14, 11 December 2011, LAC, BUF, AWAY, 37, 10, 366, 281
14, 11 December 2011, DAL, NYG, AWAY, 37, 34, 510, 444
14, 12 December 2011, SEA, SLR, AWAY, 30, 13, 359, 281
15, 15 December 2011, ATL, JAX, AWAY, 41, 14, 373, 207
15, 17 December 2011, TB, DAL, AWAY, 31, 15, 399, 190
15, 18 December 2011, SLR, CIN, AWAY, 20, 13, 283, 305
15, 18 December 2011, BUF, MIA, AWAY, 30, 23, 448, 404
15, 18 December 2011, NYG, WAS, AWAY, 23, 10, 300, 324
15, 18 December 2011, CHI, SEA, AWAY, 38, 14, 286, 221
15, 18 December 2011, HOU, CAR, AWAY, 28, 13, 316, 358
15, 18 December 2011, KC, GB, AWAY, 19, 14, 438, 315
15, 18 December 2011, IND, TEN, AWAY, 27, 13, 287, 388
15, 18 December 2011, MIN, NO, AWAY, 42, 20, 573, 207
15, 18 December 2011, OAK, DET, AWAY, 28, 27, 432, 477
15, 18 December 2011, ARI, CLE, AWAY, 20, 17, 363, 333
15, 18 December 2011, DEN, NE, AWAY, 41, 23, 451, 393
15, 18 December 2011, PHI, NYJ, AWAY, 45, 19, 420, 241
15, 18 December 2011, LAC, BAL, AWAY, 34, 14, 415, 290
15, 19 December 2011, SF, PIT, HOME, 20, 3, 287, 389
16, 22 December 2011, IND, HOU, AWAY, 19, 16, 320, 283
16, 24 December 2011, PIT, SLR, AWAY, 27, 0, 377, 232
16, 24 December 2011, NE, MIA, AWAY, 27, 24, 400, 374
16, 24 December 2011, BUF, DEN, AWAY, 40, 14, 351, 285
16, 24 December 2011, TEN, JAX, AWAY, 23, 17, 407, 300
16, 24 December 2011, CIN, ARI, AWAY, 23, 16, 301, 316
16, 24 December 2011, NYJ, NYG, AWAY, 29, 14, 332, 331
16, 24 December 2011, BAL, CLE, AWAY, 20, 14, 284, 256
16, 24 December 2011, KC, OAK, AWAY, 16, 13, 308, 435
16, 24 December 2011, CAR, TB, AWAY, 48, 16, 433, 317
16, 24 December 2011, WAS, MIN, AWAY, 33, 26, 389, 397
16, 24 December 2011, DET, LAC, AWAY, 38, 10, 440, 367
16, 24 December 2011, DAL, PHI, HOME, 20, 7, 386, 238
16, 24 December 2011, SEA, SF, AWAY, 19, 17, 349, 265
16, 25 December 2011, GB, CHI, AWAY, 35, 21, 363, 441
16, 26 December 2011, NO, ATL, AWAY, 45, 16, 463, 469
17, 1 January 2012, SLR, SF, AWAY, 34, 27, 321, 311
17, 1 January 2012, GB, DET, AWAY, 45, 41, 550, 575
17, 1 January 2012, MIA, NYJ, AWAY, 19, 17, 210, 374
17, 1 January 2012, PHI, WAS, AWAY, 34, 10, 390, 377
17, 1 January 2012, NE, BUF, AWAY, 49, 21, 480, 402
17, 1 January 2012, HOU, TEN, AWAY, 23, 22, 361, 387
17, 1 January 2012, JAX, IND, AWAY, 19, 13, 261, 298
17, 1 January 2012, NO, CAR, AWAY, 45, 17, 617, 301
17, 1 January 2012, MIN, CHI, AWAY, 17, 13, 209, 301
17, 1 January 2012, ARI, SEA, AWAY, 23, 20, 388, 369
17, 1 January 2012, OAK, LAC, AWAY, 38, 26, 463, 520
17, 1 January 2012, CLE, PIT, HOME, 13, 9, 360, 240
17, 1 January 2012, DEN, KC, AWAY, 7, 3, 281, 266
17, 1 January 2012, CIN, BAL, AWAY, 24, 16, 347, 336
17, 1 January 2012, ATL, TB, AWAY, 45, 24, 428, 294
17, 1 January 2012, NYG, DAL, AWAY, 31, 14, 437, 300
