WEEK,DATE,HOME,AWAY,WIN,PTS W,PTS L,YDS W,YDS L
3, 26 September 2010, SLR, WAS, AWAY, 30, 16, 365, 349
3, 26 September 2010, ARI, OAK, AWAY, 24, 23, 227, 364
3, 26 September 2010, DEN, IND, AWAY, 27, 13, 365, 519
3, 26 September 2010, SEA, LAC, AWAY, 27, 20, 271, 518
3, 26 September 2010, MIA, NYJ, AWAY, 31, 23, 402, 436
3, 27 September 2010, CHI, GB, AWAY, 20, 17, 276, 379
4, 3 October 2010, SLR, SEA, HOME, 20, 3, 349, 257
4, 3 October 2010, PIT, BAL, AWAY, 17, 14, 320, 210
4, 3 October 2010, BUF, NYJ, AWAY, 38, 14, 444, 223
4, 3 October 2010, GB, DET, AWAY, 28, 26, 261, 431
4, 3 October 2010, TEN, DEN, AWAY, 26, 20, 327, 288
4, 3 October 2010, CLE, CIN, AWAY, 23, 20, 295, 413
4, 3 October 2010, ATL, SF, AWAY, 16, 14, 357, 262
4, 3 October 2010, NO, CAR, AWAY, 16, 14, 383, 251
4, 3 October 2010, JAX, IND, AWAY, 31, 28, 337, 406
4, 3 October 2010, OAK, HOU, AWAY, 31, 24, 441, 363
4, 3 October 2010, LAC, ARI, AWAY, 41, 10, 419, 134
4, 3 October 2010, PHI, WAS, AWAY, 17, 12, 293, 353
4, 3 October 2010, NYG, CHI, HOME, 17, 3, 372, 110
4, 4 October 2010, MIA, NE, AWAY, 41, 14, 265, 400
5, 10 October 2010, DET, SLR, HOME, 44, 6, 322, 341
5, 10 October 2010, BAL, DEN, AWAY, 31, 17, 415, 346
5, 10 October 2010, BUF, JAX, AWAY, 36, 26, 381, 306
5, 10 October 2010, WAS, GB, AWAY, 16, 13, 373, 427
5, 10 October 2010, CAR, CHI, HOME, 23, 6, 247, 147
5, 10 October 2010, HOU, NYG, AWAY, 34, 10, 414, 195
5, 10 October 2010, CIN, TB, AWAY, 24, 21, 391, 358
5, 10 October 2010, IND, KC, HOME, 19, 9, 341, 261
5, 10 October 2010, CLE, ATL, AWAY, 20, 10, 338, 269
5, 10 October 2010, ARI, NO, AWAY, 30, 20, 194, 358
5, 10 October 2010, OAK, LAC, AWAY, 35, 27, 279, 506
5, 10 October 2010, DAL, TEN, AWAY, 34, 27, 321, 511
5, 10 October 2010, SF, PHI, AWAY, 27, 24, 352, 364
5, 11 October 2010, NYJ, MIN, AWAY, 29, 20, 328, 336
6, 17 October 2010, SLR, LAC, AWAY, 20, 17, 300, 287
6, 17 October 2010, NE, BAL, AWAY, 23, 20, 394, 377
6, 17 October 2010, CHI, SEA, AWAY, 23, 20, 353, 307
6, 17 October 2010, PHI, ATL, AWAY, 31, 17, 474, 293
6, 17 October 2010, GB, MIA, AWAY, 23, 20, 381, 359
6, 17 October 2010, TB, NO, HOME, 31, 6, 475, 277
6, 17 October 2010, PIT, CLE, AWAY, 28, 10, 378, 327
6, 17 October 2010, NYG, DET, AWAY, 28, 20, 334, 366
6, 17 October 2010, HOU, KC, AWAY, 35, 31, 421, 417
6, 17 October 2010, DEN, NYJ, AWAY, 24, 20, 319, 346
6, 17 October 2010, SF, OAK, HOME, 17, 9, 349, 179
6, 17 October 2010, MIN, DAL, AWAY, 24, 21, 188, 314
6, 17 October 2010, WAS, IND, AWAY, 27, 24, 469, 335
6, 18 October 2010, JAX, TEN, AWAY, 30, 3, 324, 249
7, 24 October 2010, MIA, PIT, AWAY, 23, 22, 348, 313
7, 24 October 2010, BAL, BUF, AWAY, 37, 34, 364, 514
7, 24 October 2010, TEN, PHI, AWAY, 37, 19, 328, 326
7, 24 October 2010, NO, CLE, AWAY, 30, 17, 210, 394
7, 24 October 2010, TB, SLR, AWAY, 18, 17, 313, 285
7, 24 October 2010, CAR, SF, AWAY, 23, 20, 379, 282
7, 24 October 2010, KC, JAX, AWAY, 42, 20, 426, 300
7, 24 October 2010, CHI, WAS, AWAY, 17, 14, 308, 322
7, 24 October 2010, ATL, CIN, AWAY, 39, 32, 452, 469
7, 24 October 2010, SEA, ARI, AWAY, 22, 10, 302, 227
7, 24 October 2010, LAC, NE, AWAY, 23, 20, 179, 363
7, 24 October 2010, DEN, OAK, AWAY, 59, 14, 508, 240
7, 24 October 2010, GB, MIN, AWAY, 28, 24, 379, 402
7, 25 October 2010, DAL, NYG, AWAY, 41, 35, 497, 254
8, 31 October 2010, SLR, CAR, AWAY, 20, 10, 246, 201
8, 31 October 2010, DET, WAS, AWAY, 37, 25, 304, 275
8, 31 October 2010, NYJ, GB, AWAY, 9, 0, 237, 360
8, 31 October 2010, DAL, JAX, AWAY, 35, 17, 387, 415
8, 31 October 2010, CIN, MIA, AWAY, 22, 14, 354, 262
8, 31 October 2010, SF, DEN, AWAY, 24, 16, 339, 398
8, 31 October 2010, KC, BUF, AWAY, 13, 10, 414, 328
8, 31 October 2010, LAC, TEN, AWAY, 33, 25, 456, 370
8, 31 October 2010, ARI, TB, AWAY, 38, 35, 407, 396
8, 31 October 2010, NE, MIN, AWAY, 28, 18, 362, 410
8, 31 October 2010, OAK, SEA, AWAY, 33, 3, 545, 164
8, 31 October 2010, NO, PIT, AWAY, 20, 10, 318, 279
8, 1 November 2010, IND, HOU, AWAY, 30, 17, 366, 291
9, 7 November 2010, BUF, CHI, AWAY, 22, 19, 283, 340
9, 7 November 2010, CLE, NE, AWAY, 34, 14, 404, 283
9, 7 November 2010, ATL, TB, AWAY, 27, 21, 365, 278
9, 7 November 2010, HOU, LAC, AWAY, 29, 23, 367, 392
9, 7 November 2010, BAL, MIA, AWAY, 26, 10, 402, 289
9, 7 November 2010, DET, NYJ, AWAY, 23, 20, 437, 306
9, 7 November 2010, CAR, NO, AWAY, 34, 3, 408, 195
9, 7 November 2010, MIN, ARI, AWAY, 27, 24, 507, 225
9, 7 November 2010, SEA, NYG, HOME, 41, 7, 487, 162
9, 7 November 2010, OAK, KC, AWAY, 23, 20, 321, 304
9, 7 November 2010, PHI, IND, AWAY, 26, 24, 402, 338
9, 7 November 2010, GB, DAL, HOME, 45, 7, 415, 205
9, 8 November 2010, CIN, PIT, AWAY, 27, 21, 314, 272
10, 11 November 2010, ATL, BAL, AWAY, 26, 21, 362, 320
10, 14 November 2010, IND, CIN, AWAY, 23, 17, 256, 341
10, 14 November 2010, TB, CAR, AWAY, 31, 16, 421, 300
10, 14 November 2010, MIA, TEN, AWAY, 29, 17, 404, 259
10, 14 November 2010, CHI, MIN, AWAY, 27, 13, 360, 240
10, 14 November 2010, BUF, DET, AWAY, 14, 12, 288, 390
10, 14 November 2010, CLE, NYJ, AWAY, 26, 20, 456, 303
10, 14 November 2010, JAX, HOU, AWAY, 31, 24, 491, 395
10, 14 November 2010, DEN, KC, AWAY, 49, 29, 452, 484
10, 14 November 2010, NYG, DAL, AWAY, 33, 20, 427, 480
10, 14 November 2010, ARI, SEA, AWAY, 36, 18, 490, 327
10, 14 November 2010, SF, SLR, AWAY, 23, 20, 421, 332
10, 14 November 2010, PIT, NE, AWAY, 39, 26, 453, 425
10, 15 November 2010, WAS, PHI, AWAY, 59, 28, 592, 375
11, 18 November 2010, MIA, CHI, AWAY, 16, 0, 268, 187
11, 21 November 2010, CIN, BUF, AWAY, 49, 31, 449, 361
11, 21 November 2010, PIT, OAK, AWAY, 35, 3, 431, 182
11, 21 November 2010, DAL, DET, AWAY, 35, 19, 265, 338
11, 21 November 2010, JAX, CLE, AWAY, 24, 20, 371, 283
11, 21 November 2010, NYJ, HOU, AWAY, 30, 27, 401, 343
11, 21 November 2010, TEN, WAS, AWAY, 19, 16, 465, 373
11, 21 November 2010, KC, ARI, AWAY, 31, 13, 352, 382
11, 21 November 2010, CAR, BAL, AWAY, 37, 13, 378, 270
11, 21 November 2010, MIN, GB, AWAY, 31, 3, 374, 300
11, 21 November 2010, SLR, ATL, AWAY, 34, 17, 391, 304
11, 21 November 2010, SF, TB, AWAY, 21, 0, 299, 189
11, 21 November 2010, NO, SEA, AWAY, 34, 19, 494, 424
11, 21 November 2010, NE, IND, AWAY, 31, 28, 346, 467
11, 21 November 2010, PHI, NYG, AWAY, 27, 17, 392, 208
11, 22 November 2010, LAC, DEN, AWAY, 35, 14, 400, 235
12, 25 November 2010, DET, NE, AWAY, 45, 24, 447, 406
12, 25 November 2010, DAL, NO, AWAY, 30, 27, 414, 457
12, 25 November 2010, NYJ, CIN, AWAY, 26, 10, 319, 163
12, 28 November 2010, NYG, JAX, AWAY, 24, 20, 361, 328
12, 28 November 2010, WAS, MIN, AWAY, 17, 13, 299, 216
12, 28 November 2010, BUF, PIT, AWAY, 19, 16, 426, 329
12, 28 November 2010, ATL, GB, AWAY, 20, 17, 294, 418
12, 28 November 2010, HOU, TEN, AWAY, 20, 0, 346, 162
12, 28 November 2010, CLE, CAR, AWAY, 24, 23, 379, 326
12, 28 November 2010, OAK, MIA, AWAY, 33, 17, 471, 263
12, 28 November 2010, SEA, KC, AWAY, 42, 24, 503, 288
12, 28 November 2010, CHI, PHI, AWAY, 31, 26, 349, 398
12, 28 November 2010, BAL, TB, AWAY, 17, 10, 349, 263
12, 28 November 2010, DEN, SLR, AWAY, 36, 33, 431, 449
12, 28 November 2010, IND, LAC, AWAY, 36, 14, 301, 303
12, 29 November 2010, ARI, SF, HOME, 27, 6, 386, 203
13, 2 December 2010, PHI, HOU, AWAY, 34, 24, 416, 431
13, 5 December 2010, GB, SF, AWAY, 34, 16, 410, 269
13, 5 December 2010, MIA, CLE, AWAY, 13, 10, 252, 281
13, 5 December 2010, NYG, WAS, HOME, 31, 7, 358, 338
13, 5 December 2010, KC, DEN, HOME, 10, 6, 359, 247
13, 5 December 2010, DET, CHI, AWAY, 24, 20, 311, 302
13, 5 December 2010, TEN, JAX, HOME, 17, 6, 377, 220
13, 5 December 2010, CIN, NO, AWAY, 34, 30, 436, 311
13, 5 December 2010, MIN, BUF, AWAY, 38, 14, 387, 239
13, 5 December 2010, LAC, OAK, AWAY, 28, 13, 368, 286
13, 5 December 2010, ARI, SLR, HOME, 19, 6, 288, 224
13, 5 December 2010, IND, DAL, AWAY, 38, 35, 368, 405
13, 5 December 2010, SEA, CAR, AWAY, 31, 14, 371, 283
13, 5 December 2010, TB, ATL, AWAY, 28, 24, 290, 325
13, 5 December 2010, BAL, PIT, AWAY, 13, 10, 288, 269
13, 6 December 2010, NE, NYJ, AWAY, 45, 3, 405, 301
14, 9 December 2010, TEN, IND, AWAY, 30, 28, 399, 365
14, 12 December 2010, JAX, OAK, AWAY, 38, 31, 385, 476
14, 12 December 2010, BUF, CLE, HOME, 13, 6, 323, 187
14, 12 December 2010, PIT, CIN, HOME, 23, 7, 354, 190
14, 12 December 2010, CAR, ATL, AWAY, 31, 10, 327, 288
14, 12 December 2010, DET, GB, AWAY, 7, 3, 286, 258
14, 12 December 2010, WAS, TB, AWAY, 17, 16, 365, 399
14, 12 December 2010, NO, SLR, AWAY, 31, 13, 345, 327
14, 12 December 2010, SF, SEA, AWAY, 40, 21, 336, 361
14, 12 December 2010, LAC, KC, AWAY, 31, 0, 426, 67
14, 12 December 2010, ARI, DEN, AWAY, 43, 13, 357, 288
14, 12 December 2010, NYJ, MIA, HOME, 10, 6, 131, 280
14, 12 December 2010, CHI, NE, HOME, 36, 7, 475, 185
14, 12 December 2010, DAL, PHI, AWAY, 30, 27, 429, 349
14, 13 December 2010, MIN, NYG, HOME, 21, 3, 395, 164
14, 13 December 2010, HOU, BAL, AWAY, 34, 28, 253, 489
15, 16 December 2010, LAC, SF, HOME, 34, 7, 374, 192
15, 19 December 2010, SLR, KC, AWAY, 27, 13, 383, 224
15, 19 December 2010, MIA, BUF, AWAY, 17, 14, 282, 326
15, 19 December 2010, CIN, CLE, AWAY, 19, 17, 397, 278
15, 19 December 2010, TEN, HOU, AWAY, 31, 17, 359, 323
15, 19 December 2010, IND, JAX, AWAY, 34, 24, 376, 356
15, 19 December 2010, NYG, PHI, AWAY, 38, 31, 418, 364
15, 19 December 2010, BAL, NO, AWAY, 30, 24, 356, 269
15, 19 December 2010, DAL, WAS, AWAY, 33, 30, 434, 341
15, 19 December 2010, TB, DET, AWAY, 23, 20, 433, 403
15, 19 December 2010, CAR, ARI, AWAY, 19, 12, 303, 218
15, 19 December 2010, SEA, ATL, AWAY, 34, 18, 266, 234
15, 19 December 2010, OAK, DEN, AWAY, 39, 23, 502, 235
15, 19 December 2010, PIT, NYJ, AWAY, 22, 17, 276, 378
15, 19 December 2010, NE, GB, AWAY, 31, 27, 249, 369
15, 20 December 2010, MIN, CHI, AWAY, 40, 14, 293, 273
16, 23 December 2010, PIT, CAR, HOME, 27, 3, 408, 119
16, 25 December 2010, ARI, DAL, AWAY, 27, 26, 271, 382
16, 26 December 2010, SLR, SF, AWAY, 25, 17, 335, 331
16, 26 December 2010, CHI, NYJ, AWAY, 38, 34, 322, 393
16, 26 December 2010, BUF, NE, AWAY, 34, 3, 348, 369
16, 26 December 2010, CLE, BAL, AWAY, 20, 10, 258, 280
16, 26 December 2010, MIA, DET, AWAY, 34, 27, 275, 425
16, 26 December 2010, JAX, WAS, AWAY, 20, 17, 251, 336
16, 26 December 2010, KC, TEN, AWAY, 34, 14, 458, 270
16, 26 December 2010, CIN, LAC, AWAY, 34, 20, 371, 313
16, 26 December 2010, OAK, IND, AWAY, 31, 26, 370, 290
16, 26 December 2010, DEN, HOU, AWAY, 24, 23, 431, 401
16, 26 December 2010, GB, NYG, AWAY, 45, 17, 515, 386
16, 26 December 2010, TB, SEA, AWAY, 38, 15, 439, 174
16, 27 December 2010, ATL, NO, AWAY, 17, 14, 368, 215
16, 28 December 2010, PHI, MIN, AWAY, 24, 14, 337, 331
17, 2 January 2011, NO, TB, AWAY, 23, 13, 317, 305
17, 2 January 2011, NE, MIA, HOME, 38, 7, 502, 250
17, 2 January 2011, KC, OAK, AWAY, 31, 10, 344, 201
17, 2 January 2011, BAL, CIN, HOME, 13, 7, 199, 395
17, 2 January 2011, CLE, PIT, HOME, 41, 9, 418, 225
17, 2 January 2011, DET, MIN, AWAY, 20, 13, 357, 211
17, 2 January 2011, NYJ, BUF, HOME, 38, 7, 388, 162
17, 2 January 2011, ATL, CAR, AWAY, 31, 10, 352, 291
17, 2 January 2011, SF, ARI, HOME, 38, 7, 362, 279
17, 2 January 2011, GB, CHI, HOME, 10, 3, 284, 227
17, 2 January 2011, HOU, JAX, AWAY, 34, 17, 497, 322
17, 2 January 2011, DEN, LAC, AWAY, 33, 28, 447, 337
17, 2 January 2011, PHI, DAL, AWAY, 14, 13, 272, 244
17, 2 January 2011, IND, TEN, AWAY, 23, 20, 358, 341
17, 2 January 2011, WAS, NYG, AWAY, 17, 14, 325, 385
17, 2 January 2011, SEA, SLR, HOME, 16, 6, 333, 184
