WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
5, 6 October 2013, GB, DET, -10, 53, N/A, N/A
5, 6 October 2013, SEA, IND, -3, 43.5, N/A, N/A
5, 6 October 2013, SLR, JAX, -11, 41, N/A, N/A
5, 6 October 2013, MIA, BAL, -2.5, 43, N/A, N/A
5, 6 October 2013, NYG, PHI, -1, 53.5, N/A, N/A
5, 6 October 2013, CAR, ARI, -3, 41.5, N/A, N/A
5, 6 October 2013, DEN, DAL, -7.5, 56, N/A, N/A
5, 6 October 2013, SF, HOU, -4, 43, N/A, N/A
5, 6 October 2013, LAC, OAK, -5.5, 46, N/A, N/A
5, 7 October 2013, ATL, NYJ, -10, 45, N/A, N/A
6, 10 October 2013, CHI, NYG, -9.5, 47, N/A, N/A
6, 13 October 2013, DET, CLE, -2, 43.5, N/A, N/A
6, 13 October 2013, GB, BAL, -2.5, 48.5, N/A, N/A
6, 13 October 2013, CIN, BUF, -6, 41.5, N/A, N/A
6, 13 October 2013, HOU, SLR, -7.5, 43, N/A, N/A
6, 13 October 2013, KC, OAK, -7.5, 41, N/A, N/A
6, 13 October 2013, MIN, CAR, -2.5, 45, N/A, N/A
6, 13 October 2013, PIT, NYJ, -1, 41, N/A, N/A
6, 13 October 2013, PHI, TB, -3, 44.5, N/A, N/A
6, 13 October 2013, DEN, JAX, -26.5, 52.5, N/A, N/A
6, 13 October 2013, SEA, TEN, -11.5, 42, N/A, N/A
6, 13 October 2013, SF, ARI, -10, 40.5, N/A, N/A
6, 13 October 2013, NE, NO, -1.5, 50.5, N/A, N/A
6, 13 October 2013, DAL, WAS, -5.5, 52, N/A, N/A
6, 14 October 2013, IND, LAC, -1, 50.5, N/A, N/A
7, 17 October 2013, SEA, ARI, -6, 40.5, N/A, N/A
7, 20 October 2013, ATL, TB, -7, 43, N/A, N/A
7, 20 October 2013, CAR, SLR, -7, 42.5, N/A, N/A
7, 20 October 2013, DET, CIN, -2.5, 47, N/A, N/A
7, 20 October 2013, LAC, JAX, -7.5, 44.5, N/A, N/A
7, 20 October 2013, MIA, BUF, -6, 44, N/A, N/A
7, 20 October 2013, NE, NYJ, -3.5, 43, N/A, N/A
7, 20 October 2013, PHI, DAL, -3, 55, N/A, N/A
7, 20 October 2013, CHI, WAS, -1, 48, N/A, N/A
7, 20 October 2013, SF, TEN, -3.5, 41, N/A, N/A
7, 20 October 2013, PIT, BAL, -1, 41, N/A, N/A
7, 20 October 2013, KC, HOU, -6.5, 39.5, N/A, N/A
7, 20 October 2013, GB, CLE, -9.5, 45, N/A, N/A
7, 20 October 2013, DEN, IND, -6.5, 55.5, N/A, N/A
7, 21 October 2013, NYG, MIN, -3.5, 48, N/A, N/A
8, 24 October 2013, CAR, TB, -7, 39.5, N/A, N/A
8, 27 October 2013, PHI, NYG, -5.5, 49.5, N/A, N/A
8, 27 October 2013, NE, MIA, -6, 46, N/A, N/A
8, 27 October 2013, NO, BUF, -10.5, 48.5, N/A, N/A
8, 27 October 2013, DET, DAL, -3, 51, N/A, N/A
8, 27 October 2013, SF, JAX, -15, 40, N/A, N/A
8, 27 October 2013, KC, CLE, -7, 39, N/A, N/A
8, 27 October 2013, CIN, NYJ, -5.5, 40.5, N/A, N/A
8, 27 October 2013, PIT, OAK, -2.5, 40.5, N/A, N/A
8, 27 October 2013, DEN, WAS, -11, 58, N/A, N/A
8, 27 October 2013, ARI, ATL, -2.5, 45, N/A, N/A
8, 27 October 2013, GB, MIN, -7, 47.5, N/A, N/A
8, 28 October 2013, SEA, SLR, -13.5, 43.5, N/A, N/A
9, 31 October 2013, CIN, MIA, -3, 42, N/A, N/A
9, 3 November 2013, TEN, SLR, -3, 40.5, N/A, N/A
9, 3 November 2013, KC, BUF, -4.5, 40.5, N/A, N/A
9, 3 November 2013, CAR, ATL, -9, 47, N/A, N/A
9, 3 November 2013, DAL, MIN, -9, 50.5, N/A, N/A
9, 3 November 2013, NO, NYJ, -5.5, 46, N/A, N/A
9, 3 November 2013, WAS, LAC, -1, 49.5, N/A, N/A
9, 3 November 2013, OAK, PHI, 0, 45.5, N/A, N/A
9, 3 November 2013, SEA, TB, -15.5, 40, N/A, N/A
9, 3 November 2013, BAL, CLE, -1, 41.5, N/A, N/A
9, 3 November 2013, NE, PIT, -6, 43, N/A, N/A
9, 3 November 2013, IND, HOU, -1, 42.5, N/A, N/A
9, 4 November 2013, GB, CHI, -10, 50.5, N/A, N/A
10, 7 November 2013, WAS, MIN, -1, 49, N/A, N/A
10, 10 November 2013, TEN, JAX, -11.5, 42, N/A, N/A
10, 10 November 2013, SEA, ATL, -3.5, 47, N/A, N/A
10, 10 November 2013, BAL, CIN, -1, 44, N/A, N/A
10, 10 November 2013, DET, CHI, -1, 52, N/A, N/A
10, 10 November 2013, PHI, GB, -1, 47, N/A, N/A
10, 10 November 2013, IND, SLR, -7.5, 43, N/A, N/A
10, 10 November 2013, NYG, OAK, -7, 41.5, N/A, N/A
10, 10 November 2013, PIT, BUF, -3, 43, N/A, N/A
10, 10 November 2013, SF, CAR, -6, 43, N/A, N/A
10, 10 November 2013, DEN, LAC, -7, 56.5, N/A, N/A
10, 10 November 2013, ARI, HOU, -3.5, 42, N/A, N/A
10, 10 November 2013, NO, DAL, -6.5, 55, N/A, N/A
10, 11 November 2013, MIA, TB, -2.5, 39.5, N/A, N/A
11, 14 November 2013, IND, TEN, -3, 42, N/A, N/A
11, 17 November 2013, TB, ATL, -2, 43.5, N/A, N/A
11, 17 November 2013, PHI, WAS, -4.5, 54.5, N/A, N/A
11, 17 November 2013, DET, PIT, -3, 45.5, N/A, N/A
11, 17 November 2013, NYJ, BUF, -2, 39, N/A, N/A
11, 17 November 2013, CHI, BAL, -3, 40.5, N/A, N/A
11, 17 November 2013, CIN, CLE, -4.5, 40.5, N/A, N/A
11, 17 November 2013, HOU, OAK, -10, 41, N/A, N/A
11, 17 November 2013, ARI, JAX, -9.5, 40.5, N/A, N/A
11, 17 November 2013, LAC, MIA, -2.5, 44.5, N/A, N/A
11, 17 November 2013, NO, SF, -3, 50, N/A, N/A
11, 17 November 2013, NYG, GB, -3.5, 41, N/A, N/A
11, 17 November 2013, SEA, MIN, -13, 45, N/A, N/A
11, 17 November 2013, DEN, KC, -7.5, 49, N/A, N/A
11, 18 November 2013, CAR, NE, -3, 46.5, N/A, N/A
12, 21 November 2013, NO, ATL, -9, 53, N/A, N/A
12, 24 November 2013, BAL, NYJ, -4, 38.5, N/A, N/A
12, 24 November 2013, CLE, PIT, -2.5, 40, N/A, N/A
12, 24 November 2013, DET, TB, -7, 48.5, N/A, N/A
12, 24 November 2013, GB, MIN, -5, 44.5, N/A, N/A
12, 24 November 2013, HOU, JAX, -10.5, 43.5, N/A, N/A
12, 24 November 2013, KC, LAC, -3.5, 43.5, N/A, N/A
12, 24 November 2013, SLR, CHI, -2, 46, N/A, N/A
12, 24 November 2013, CAR, MIA, -4.5, 40, N/A, N/A
12, 24 November 2013, ARI, IND, -3, 44.5, N/A, N/A
12, 24 November 2013, TEN, OAK, -2.5, 42, N/A, N/A
12, 24 November 2013, NYG, DAL, -2.5, 44.5, N/A, N/A
12, 24 November 2013, DEN, NE, -1, 54, N/A, N/A
12, 25 November 2013, SF, WAS, -5.5, 46, N/A, N/A
13, 28 November 2013, DET, GB, -6.5, 48.5, N/A, N/A
13, 28 November 2013, DAL, OAK, -8.5, 48, N/A, N/A
13, 28 November 2013, BAL, PIT, -3, 40.5, N/A, N/A
13, 1 December 2013, CAR, TB, -7, 41, N/A, N/A
13, 1 December 2013, CLE, JAX, -7, 39.5, N/A, N/A
13, 1 December 2013, NE, HOU, -7, 49, N/A, N/A
13, 1 December 2013, IND, TEN, -3.5, 46.5, N/A, N/A
13, 1 December 2013, MIN, CHI, -1, 49, N/A, N/A
13, 1 December 2013, NYJ, MIA, 0, 40, N/A, N/A
13, 1 December 2013, PHI, ARI, -3.5, 48.5, N/A, N/A
13, 1 December 2013, SF, SLR, -7.5, 41, N/A, N/A
13, 1 December 2013, BUF, ATL, -5, 48, N/A, N/A
13, 1 December 2013, DEN, KC, -5.5, 50, N/A, N/A
13, 1 December 2013, CIN, LAC, -1.5, 48.5, N/A, N/A
13, 1 December 2013, WAS, NYG, 0, 45.5, N/A, N/A
13, 2 December 2013, SEA, NO, -6.5, 48.5, N/A, N/A
14, 5 December 2013, HOU, JAX, -3, 43, N/A, N/A
14, 8 December 2013, GB, ATL, -3.5, 45, N/A, N/A
14, 8 December 2013, BAL, MIN, -6, 41.5, N/A, N/A
14, 8 December 2013, CIN, IND, -7, 43.5, N/A, N/A
14, 8 December 2013, NYJ, OAK, -3, 39.5, N/A, N/A
14, 8 December 2013, PHI, DET, -2.5, 52, N/A, N/A
14, 8 December 2013, PIT, MIA, -3, 41, N/A, N/A
14, 8 December 2013, NE, CLE, -10, 47.5, N/A, N/A
14, 8 December 2013, TB, BUF, -3, 43, N/A, N/A
14, 8 December 2013, KC, WAS, -3.5, 44, N/A, N/A
14, 8 December 2013, DEN, TEN, -12.5, 49.5, N/A, N/A
14, 8 December 2013, ARI, SLR, -4, 41, N/A, N/A
14, 8 December 2013, LAC, NYG, -4, 47, N/A, N/A
14, 8 December 2013, SF, SEA, -2.5, 41, N/A, N/A
14, 8 December 2013, NO, CAR, -3, 47, N/A, N/A
14, 9 December 2013, CHI, DAL, -1.5, 49, N/A, N/A
15, 12 December 2013, DEN, LAC, -10, 56.5, N/A, N/A
15, 15 December 2013, IND, HOU, -6, 47, N/A, N/A
15, 15 December 2013, BUF, JAX, -4, 43.5, N/A, N/A
15, 15 December 2013, ATL, WAS, -5.5, 50, N/A, N/A
15, 15 December 2013, CHI, CLE, -1, 44, N/A, N/A
15, 15 December 2013, MIA, NE, -2.5, 46.5, N/A, N/A
15, 15 December 2013, PHI, MIN, -6.5, 53, N/A, N/A
15, 15 December 2013, SEA, NYG, -9, 43, N/A, N/A
15, 15 December 2013, SF, TB, -4.5, 41, N/A, N/A
15, 15 December 2013, KC, OAK, -6, 44.5, N/A, N/A
15, 15 December 2013, CAR, NYJ, -10, 40.5, N/A, N/A
15, 15 December 2013, DAL, GB, -5, 50, N/A, N/A
15, 15 December 2013, NO, SLR, -6.5, 47.5, N/A, N/A
15, 15 December 2013, ARI, TEN, -2.5, 43, N/A, N/A
15, 15 December 2013, CIN, PIT, -2.5, 44, N/A, N/A
15, 16 December 2013, DET, BAL, -4.5, 49, N/A, N/A
16, 22 December 2013, BUF, MIA, -1, 42, N/A, N/A
16, 22 December 2013, CAR, NO, -3.5, 44.5, N/A, N/A
16, 22 December 2013, CIN, MIN, -7.5, 47.5, N/A, N/A
16, 22 December 2013, DEN, HOU, -10, 53, N/A, N/A
16, 22 December 2013, TEN, JAX, -4, 44, N/A, N/A
16, 22 December 2013, KC, IND, -7.5, 47, N/A, N/A
16, 22 December 2013, SLR, TB, -3.5, 43, N/A, N/A
16, 22 December 2013, NYJ, CLE, -2.5, 41.5, N/A, N/A
16, 22 December 2013, DAL, WAS, -3, 51.5, N/A, N/A
16, 22 December 2013, SEA, ARI, -9, 43, N/A, N/A
16, 22 December 2013, DET, NYG, -9.5, 47, N/A, N/A
16, 22 December 2013, PIT, GB, -1, 44, N/A, N/A
16, 22 December 2013, LAC, OAK, -9.5, 50, N/A, N/A
16, 22 December 2013, NE, BAL, -1, 45.5, N/A, N/A
16, 22 December 2013, PHI, CHI, -2.5, 54, N/A, N/A
16, 23 December 2013, SF, ATL, -14, 46, N/A, N/A
17, 29 December 2013, CAR, ATL, -5.5, 46, N/A, N/A
17, 29 December 2013, CIN, BAL, -6.5, 43.5, N/A, N/A
17, 29 December 2013, MIA, NYJ, -7.5, 41, N/A, N/A
17, 29 December 2013, MIN, DET, 0, 51, N/A, N/A
17, 29 December 2013, IND, JAX, -11, 45, N/A, N/A
17, 29 December 2013, NYG, WAS, -3.5, 44.5, N/A, N/A
17, 29 December 2013, PIT, CLE, -9.5, 44.5, N/A, N/A
17, 29 December 2013, TEN, HOU, -7, 44.5, N/A, N/A
17, 29 December 2013, ARI, SF, -3, 41, N/A, N/A
17, 29 December 2013, SEA, SLR, -13, 41, N/A, N/A
17, 29 December 2013, DEN, OAK, -10, 53.5, N/A, N/A
17, 29 December 2013, LAC, KC, -14, 46, N/A, N/A
17, 29 December 2013, NE, BUF, -7.5, 46.5, N/A, N/A
17, 29 December 2013, NO, TB, -10.5, 47, N/A, N/A
17, 29 December 2013, GB, CHI, -3, 51, N/A, N/A
17, 29 December 2013, PHI, DAL, -7, 53.5, N/A, N/A
