WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
7, 23 October 2016, NYG, LAR, -3, 44.5, -145, 125
7, 23 October 2016, BUF, MIA, -2.5, 46, -140, 120
7, 23 October 2016, NYJ, BAL, -2.5, 40, 120, -141
7, 23 October 2016, MIN, PHI, -3, 39, -157, 130
7, 23 October 2016, CIN, CLE, -11, 46.5, 400, -600
7, 23 October 2016, JAX, OAK, -2, 48, 110, -130
7, 23 October 2016, KC, NO, -6.5, 51.5, 220, -270
7, 23 October 2016, WAS, DET, -1, 50, -105, -105
7, 23 October 2016, TEN, IND, -4, 48.5, 170, -200
7, 23 October 2016, SF, TB, -1, 45, -105, -115
7, 23 October 2016, ATL, LAC, -4.5, 53, 180, -222
7, 23 October 2016, NE, PIT, -7, 49.5, -333, 265
7, 23 October 2016, ARI, SEA, -1.5, 43, 105, -125
7, 24 October 2016, DEN, HOU, -8.5, 40, 320, -400
8, 27 October 2016, TEN, JAX, -3, 43.5, 130, -150
8, 30 October 2016, CIN, WAS, -3, 49, 140, -160
8, 30 October 2016, NYJ, CLE, -2.5, 45.5, -140, 120
8, 30 October 2016, NE, BUF, -5.5, 48, -238, 210
8, 30 October 2016, CAR, ARI, -2.5, 45.5, 115, -135
8, 30 October 2016, HOU, DET, -2, 46.5, 105, -125
8, 30 October 2016, KC, IND, -3, 50.5, -143, 130
8, 30 October 2016, SEA, NO, -1, 50, -115, -105
8, 30 October 2016, TB, OAK, 0, 48.5, -110, -110
8, 30 October 2016, DEN, LAC, -4, 43, 170, -200
8, 30 October 2016, ATL, GB, -3, 51, 140, -160
8, 30 October 2016, DAL, PHI, -5, 44, 190, -230
8, 31 October 2016, MIN, CHI, -5, 39.5, -240, 190
9, 3 November 2016, ATL, TB, -3.5, 50.5, -180, 160
9, 6 November 2016, PIT, BAL, -3, 46.5, -170, 150
9, 6 November 2016, DAL, CLE, -7, 49, -330, 260
9, 6 November 2016, KC, JAX, -7, 43, 270, -330
9, 6 November 2016, MIA, NYJ, -4, 45.5, 170, -200
9, 6 November 2016, MIN, DET, -6, 42.5, 218, -250
9, 6 November 2016, NYG, PHI, -3, 43, 135, -155
9, 6 November 2016, CAR, LAR, -3, 44.5, -156, 140
9, 6 November 2016, NO, SF, -5, 53, -230, 195
9, 6 November 2016, LAC, TEN, -3.5, 47.5, 170, -185
9, 6 November 2016, GB, IND, -7.5, 52, 270, -345
9, 6 November 2016, OAK, DEN, -1, 44.5, -105, -115
9, 7 November 2016, SEA, BUF, -6, 43.5, 210, -260
10, 10 November 2016, BAL, CLE, -7.5, 44, 290, -350
10, 13 November 2016, CAR, KC, -3, 44, 145, -155
10, 13 November 2016, JAX, HOU, -2.5, 42.5, 130, -150
10, 13 November 2016, NO, DEN, -3, 49.5, 135, -155
10, 13 November 2016, LAR, NYJ, -1, 39, -120, 100
10, 13 November 2016, PHI, ATL, -1, 49, 106, -125
10, 13 November 2016, CHI, TB, -2.5, 45, -140, 120
10, 13 November 2016, GB, TEN, -3, 48.5, -149, 135
10, 13 November 2016, WAS, MIN, -2.5, 42, 125, -145
10, 13 November 2016, LAC, MIA, -4.5, 49, 180, -210
10, 13 November 2016, PIT, DAL, -3, 50.5, 140, -160
10, 13 November 2016, ARI, SF, -13.5, 46.5, 625, -900
10, 13 November 2016, NE, SEA, -7.5, 49.5, 275, -350
10, 14 November 2016, CIN, NYG, -1, 49, -118, -105
11, 17 November 2016, CAR, NO, -3.5, 52.5, 167, -188
11, 20 November 2016, CIN, BUF, -2.5, 48, 120, -140
11, 20 November 2016, PIT, CLE, -8.5, 44.5, -400, 300
11, 20 November 2016, DAL, BAL, -7, 44.5, 270, -300
11, 20 November 2016, DET, JAX, -5.5, 47, 200, -240
11, 20 November 2016, IND, TEN, -3, 53.5, 120, -145
11, 20 November 2016, KC, TB, -7, 45, 250, -300
11, 20 November 2016, MIN, ARI, -2, 40, 110, -130
11, 20 November 2016, NYG, CHI, -7, 41.5, 240, -295
11, 20 November 2016, MIA, LAR, -1, 38.5, -115, -105
11, 20 November 2016, SEA, PHI, -6.5, 43, 235, -275
11, 20 November 2016, NE, SF, -11.5, 51.5, -588, 400
11, 20 November 2016, WAS, GB, -3, 48, 130, -150
11, 21 November 2016, OAK, HOU, -6.5, 45.5, 250, -300
12, 24 November 2016, DET, MIN, -2.5, 42.5, 113, -125
12, 24 November 2016, DAL, WAS, -5.5, 52.5, 210, -250
12, 24 November 2016, PIT, IND, -8.5, 50, -450, 330
12, 27 November 2016, MIA, SF, -7, 44.5, 290, -350
12, 27 November 2016, NO, LAR, -8, 44.5, 300, -400
12, 27 November 2016, LAC, HOU, -2.5, 46, -140, 120
12, 27 November 2016, ATL, ARI, -4, 49, 160, -200
12, 27 November 2016, BAL, CIN, -3.5, 41.5, 160, -180
12, 27 November 2016, BUF, JAX, -8.5, 44, 330, -400
12, 27 November 2016, TEN, CHI, -6.5, 42, -270, 230
12, 27 November 2016, NYG, CLE, -6.5, 46, -286, 230
12, 27 November 2016, SEA, TB, -5, 46, -230, 190
12, 27 November 2016, NE, NYJ, -9, 48, -450, 350
12, 27 November 2016, OAK, CAR, -3.5, 48, 157, -180
12, 27 November 2016, DEN, KC, -3.5, 40, 165, -190
12, 28 November 2016, PHI, GB, -4, 47, 170, -200
13, 1 December 2016, DAL, MIN, -3, 43.5, -155, 135
13, 4 December 2016, NE, LAR, -13, 44.5, 600, -900
13, 4 December 2016, NO, DET, -6.5, 53.5, 220, -270
13, 4 December 2016, ATL, KC, -5, 50, 187, -217
13, 4 December 2016, BAL, MIA, -3.5, 41.5, 160, -180
13, 4 December 2016, SF, CHI, -1, 44, -120, 100
13, 4 December 2016, CIN, PHI, -1.5, 42, 105, -125
13, 4 December 2016, GB, HOU, -6.5, 44.5, 241, -307
13, 4 December 2016, DEN, JAX, -3.5, 38.5, -185, 165
13, 4 December 2016, OAK, BUF, -3, 48.5, 145, -165
13, 4 December 2016, PIT, NYG, -6.5, 50, 230, -300
13, 4 December 2016, ARI, WAS, -2.5, 48.5, 115, -135
13, 4 December 2016, LAC, TB, -3.5, 49, 155, -175
13, 4 December 2016, SEA, CAR, -8, 43.5, 300, -380
13, 5 December 2016, NYJ, IND, -1.5, 48.5, 100, -125
14, 8 December 2016, KC, OAK, -3.5, 46, 163, -200
14, 11 December 2016, IND, HOU, -6.5, 47.5, 220, -280
14, 11 December 2016, MIN, JAX, -3, 38, -188, 150
14, 11 December 2016, PIT, BUF, -2, 46, -125, 105
14, 11 December 2016, CAR, LAC, -1, 48.5, 100, -120
14, 11 December 2016, CIN, CLE, -4.5, 41.5, -205, 175
14, 11 December 2016, DET, CHI, -7.5, 42, 280, -350
14, 11 December 2016, ARI, MIA, -2, 44, -128, 108
14, 11 December 2016, WAS, PHI, -2.5, 48.5, -133, 110
14, 11 December 2016, TEN, DEN, -2, 44, 110, -130
14, 11 December 2016, SF, NYJ, -2.5, 43, 135, -145
14, 11 December 2016, TB, NO, -2.5, 51.5, 115, -135
14, 11 December 2016, SEA, GB, -3, 46, -155, 135
14, 11 December 2016, ATL, LAR, -5, 44, -220, 190
14, 11 December 2016, DAL, NYG, -3.5, 47, -185, 165
14, 12 December 2016, NE, BAL, -6.5, 45, 235, -275
15, 15 December 2016, SEA, LAR, -15.5, 39.5, 900, -1600
15, 17 December 2016, MIA, NYJ, -2.5, 39.5, -150, 125
15, 18 December 2016, MIN, IND, -5.5, 45, 195, -240
15, 18 December 2016, NYG, DET, -4, 41.5, 180, -200
15, 18 December 2016, BAL, PHI, -5, 41, 195, -240
15, 18 December 2016, BUF, CLE, -10.5, 43, 350, -500
15, 18 December 2016, GB, CHI, -4.5, 40, -230, 190
15, 18 December 2016, PIT, CIN, -3, 45.5, -175, 140
15, 18 December 2016, HOU, JAX, -3.5, 39.5, 155, -189
15, 18 December 2016, KC, TEN, -6, 42.5, 220, -260
15, 18 December 2016, ARI, NO, -3, 48, 135, -160
15, 18 December 2016, ATL, SF, -14, 51.5, 700, -1100
15, 18 December 2016, OAK, LAC, -2.5, 50, -143, 115
15, 18 December 2016, NE, DEN, -3, 43, -165, 135
15, 18 December 2016, DAL, TB, -6.5, 47.5, 240, -300
15, 19 December 2016, WAS, CAR, -7, 50.5, 255, -320
16, 22 December 2016, PHI, NYG, -1, 42.5, -110, -110
16, 24 December 2016, NE, NYJ, -17, 45, 1000, -2000
16, 24 December 2016, BUF, MIA, -4.5, 44, 190, -220
16, 24 December 2016, ATL, CAR, -3, 48.5, -165, 135
16, 24 December 2016, WAS, CHI, -3, 49, -163, 130
16, 24 December 2016, LAC, CLE, -4.5, 46, -210, 180
16, 24 December 2016, GB, MIN, -6.5, 44.5, 230, -295
16, 24 December 2016, TEN, JAX, -4.5, 44, -220, 180
16, 24 December 2016, OAK, IND, -3.5, 51.5, 165, -185
16, 24 December 2016, LAR, SF, -5, 39.5, 200, -240
16, 24 December 2016, NO, TB, -3, 53, 155, -175
16, 24 December 2016, SEA, ARI, -8, 43.5, 300, -400
16, 24 December 2016, HOU, CIN, -3, 41.5, 135, -155
16, 25 December 2016, PIT, BAL, -6, 46.5, 225, -300
16, 25 December 2016, KC, DEN, -3.5, 37.5, 160, -185
16, 26 December 2016, DAL, DET, -6.5, 46.5, 225, -265
17, 1 January 2017, BAL, CIN, -1.5, 40.5, -125, 105
17, 1 January 2017, IND, JAX, -5.5, 48.5, 210, -260
17, 1 January 2017, NE, MIA, -8, 47, -400, 300
17, 1 January 2017, MIN, CHI, -6.5, 43.5, 210, -260
17, 1 January 2017, BUF, NYJ, -4.5, 43, -222, 180
17, 1 January 2017, PHI, DAL, -6.5, 44, 230, -270
17, 1 January 2017, PIT, CLE, -3, 41.5, 135, -155
17, 1 January 2017, TB, CAR, -3, 44.5, 135, -155
17, 1 January 2017, TEN, HOU, -3, 41, 140, -160
17, 1 January 2017, WAS, NYG, -7.5, 47.5, 314, -360
17, 1 January 2017, ATL, NO, -7.5, 58.5, 275, -350
17, 1 January 2017, SEA, SF, -11.5, 43.5, -600, 450
17, 1 January 2017, KC, LAC, -5.5, 44.5, -233, 205
17, 1 January 2017, ARI, LAR, -7, 39, -320, 260
17, 1 January 2017, DEN, OAK, -1, 40, -105, -115
17, 1 January 2017, GB, DET, -3.5, 50.5, -200, 170
