WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
5, 10 October 2010, DAL, TEN, -7, 42, N/A, N/A
5, 10 October 2010, DET, SLR, -3, 43, N/A, N/A
5, 10 October 2010, HOU, NYG, -3, 47.5, N/A, N/A
5, 10 October 2010, IND, KC, -7, 45, N/A, N/A
5, 10 October 2010, LAC, OAK, -6, 45, N/A, N/A
5, 10 October 2010, SF, PHI, -3, 38.5, N/A, N/A
5, 10 October 2010, GB, WAS, -2.5, 44, N/A, N/A
5, 11 October 2010, NYJ, MIN, -4, 39, N/A, N/A
6, 17 October 2010, LAC, SLR, -8.5, 44, N/A, N/A
6, 17 October 2010, MIN, DAL, -1.5, 44, N/A, N/A
6, 17 October 2010, NE, BAL, -2.5, 44.5, N/A, N/A
6, 17 October 2010, NYG, DET, -10, 45.5, N/A, N/A
6, 17 October 2010, PHI, ATL, -2, 43, N/A, N/A
6, 17 October 2010, PIT, CLE, -14, 37.5, N/A, N/A
6, 17 October 2010, SF, OAK, -7, 41, N/A, N/A
6, 17 October 2010, NO, TB, -5, 43.5, N/A, N/A
6, 17 October 2010, IND, WAS, -3, 45, N/A, N/A
6, 17 October 2010, CHI, SEA, -6, 37.5, N/A, N/A
6, 17 October 2010, NYJ, DEN, -3.5, 42.5, N/A, N/A
6, 17 October 2010, GB, MIA, -3, 44, N/A, N/A
6, 17 October 2010, HOU, KC, -4.5, 45, N/A, N/A
6, 18 October 2010, TEN, JAX, -3, 45, N/A, N/A
7, 24 October 2010, DEN, OAK, -7, 42.5, N/A, N/A
7, 24 October 2010, GB, MIN, -3, 44, N/A, N/A
7, 24 October 2010, KC, JAX, -9, 38, N/A, N/A
7, 24 October 2010, LAC, NE, -2.5, 48.5, N/A, N/A
7, 24 October 2010, PIT, MIA, -3, 41, N/A, N/A
7, 24 October 2010, NO, CLE, -12, 44, N/A, N/A
7, 24 October 2010, SEA, ARI, -7, 40, N/A, N/A
7, 24 October 2010, TB, SLR, -3, 39, N/A, N/A
7, 24 October 2010, TEN, PHI, -3, 42, N/A, N/A
7, 24 October 2010, ATL, CIN, -3.5, 42.5, N/A, N/A
7, 24 October 2010, BAL, BUF, -12, 40, N/A, N/A
7, 24 October 2010, SF, CAR, -2.5, 35.5, N/A, N/A
7, 24 October 2010, CHI, WAS, -3, 40.5, N/A, N/A
7, 25 October 2010, DAL, NYG, -3, 44.5, N/A, N/A
8, 31 October 2010, KC, BUF, -7.5, 45, N/A, N/A
8, 31 October 2010, LAC, TEN, -4.5, 44.5, N/A, N/A
8, 31 October 2010, SLR, CAR, -2.5, 37.5, N/A, N/A
8, 31 October 2010, NE, MIN, -5.5, 44, N/A, N/A
8, 31 October 2010, NO, PIT, -2, 44.5, N/A, N/A
8, 31 October 2010, NYJ, GB, -6.5, 42.5, N/A, N/A
8, 31 October 2010, OAK, SEA, -2.5, 41, N/A, N/A
8, 31 October 2010, SF, DEN, -2, 41.5, N/A, N/A
8, 31 October 2010, ARI, TB, -3, 39.5, N/A, N/A
8, 31 October 2010, CIN, MIA, -1, 44, N/A, N/A
8, 31 October 2010, DAL, JAX, -6.5, 43, N/A, N/A
8, 31 October 2010, DET, WAS, -2.5, 45, N/A, N/A
8, 1 November 2010, IND, HOU, -5.5, 51, N/A, N/A
9, 7 November 2010, NE, CLE, -4, 43.5, N/A, N/A
9, 7 November 2010, NYJ, DET, -6, 42.5, N/A, N/A
9, 7 November 2010, GB, DAL, -7.5, 46, N/A, N/A
9, 7 November 2010, LAC, HOU, -2.5, 50, N/A, N/A
9, 7 November 2010, MIN, ARI, -7.5, 42, N/A, N/A
9, 7 November 2010, KC, OAK, -1, 40.5, N/A, N/A
9, 7 November 2010, PHI, IND, -3, 47, N/A, N/A
9, 7 November 2010, NYG, SEA, -7.5, 40.5, N/A, N/A
9, 7 November 2010, ATL, TB, -10, 45, N/A, N/A
9, 7 November 2010, BAL, MIA, -5, 40.5, N/A, N/A
9, 7 November 2010, CHI, BUF, -3, 41, N/A, N/A
9, 7 November 2010, NO, CAR, -6, 40, N/A, N/A
9, 8 November 2010, PIT, CIN, -5.5, 41, N/A, N/A
10, 11 November 2010, ATL, BAL, -1, 43.5, N/A, N/A
10, 14 November 2010, BUF, DET, -1, 45, N/A, N/A
10, 14 November 2010, MIN, CHI, -1, 41, N/A, N/A
10, 14 November 2010, NYJ, CLE, -3, 37, N/A, N/A
10, 14 November 2010, KC, DEN, -1, 44.5, N/A, N/A
10, 14 November 2010, IND, CIN, -7, 47, N/A, N/A
10, 14 November 2010, JAX, HOU, -1, 49, N/A, N/A
10, 14 November 2010, MIA, TEN, -1, 43, N/A, N/A
10, 14 November 2010, NYG, DAL, -12, 46, N/A, N/A
10, 14 November 2010, PIT, NE, -5, 44.5, N/A, N/A
10, 14 November 2010, SF, SLR, -4.5, 38, N/A, N/A
10, 14 November 2010, TB, CAR, -7, 37, N/A, N/A
10, 14 November 2010, ARI, SEA, -3.5, 42, N/A, N/A
10, 15 November 2010, PHI, WAS, -3.5, 43, N/A, N/A
11, 18 November 2010, MIA, CHI, -1.5, 39.5, N/A, N/A
11, 21 November 2010, GB, MIN, -3, 44.5, N/A, N/A
11, 21 November 2010, NE, IND, -4, 50, N/A, N/A
11, 21 November 2010, NO, SEA, -11.5, 44, N/A, N/A
11, 21 November 2010, NYJ, HOU, -6.5, 46, N/A, N/A
11, 21 November 2010, PHI, NYG, -3.5, 48, N/A, N/A
11, 21 November 2010, PIT, OAK, -7, 41, N/A, N/A
11, 21 November 2010, SF, TB, -3.5, 42, N/A, N/A
11, 21 November 2010, TEN, WAS, -7, 44, N/A, N/A
11, 21 November 2010, BAL, CAR, -13, 37, N/A, N/A
11, 21 November 2010, CIN, BUF, -5.5, 41.5, N/A, N/A
11, 21 November 2010, DAL, DET, -6, 47, N/A, N/A
11, 21 November 2010, JAX, CLE, -2.5, 43, N/A, N/A
11, 21 November 2010, KC, ARI, -8, 44.5, N/A, N/A
11, 21 November 2010, ATL, SLR, -3.5, 43, N/A, N/A
11, 22 November 2010, LAC, DEN, -9.5, 50.5, N/A, N/A
12, 25 November 2010, NE, DET, -6.5, 50.5, N/A, N/A
12, 25 November 2010, NYJ, CIN, -9.5, 43.5, N/A, N/A
12, 25 November 2010, NO, DAL, -4.5, 49.5, N/A, N/A
12, 28 November 2010, DEN, SLR, -3, 45, N/A, N/A
12, 28 November 2010, OAK, MIA, -2.5, 38.5, N/A, N/A
12, 28 November 2010, KC, SEA, -1.5, 44.5, N/A, N/A
12, 28 November 2010, MIN, WAS, -2.5, 44, N/A, N/A
12, 28 November 2010, HOU, TEN, -5, 46.5, N/A, N/A
12, 28 November 2010, IND, LAC, -1.5, 51, N/A, N/A
12, 28 November 2010, NYG, JAX, -7.5, 44, N/A, N/A
12, 28 November 2010, ATL, GB, -1.5, 47.5, N/A, N/A
12, 28 November 2010, BAL, TB, -7.5, 42, N/A, N/A
12, 28 November 2010, PIT, BUF, -6.5, 43, N/A, N/A
12, 28 November 2010, PHI, CHI, -3, 42.5, N/A, N/A
12, 28 November 2010, CLE, CAR, -8, 37.5, N/A, N/A
12, 29 November 2010, SF, ARI, -2, 41, N/A, N/A
13, 2 December 2010, PHI, HOU, -8, 51.5, N/A, N/A
13, 5 December 2010, SEA, CAR, -5, 40, N/A, N/A
13, 5 December 2010, ATL, TB, -3, 44.5, N/A, N/A
13, 5 December 2010, TEN, JAX, -3, 43, N/A, N/A
13, 5 December 2010, NYG, WAS, -7, 43.5, N/A, N/A
13, 5 December 2010, SLR, ARI, -3, 44, N/A, N/A
13, 5 December 2010, BAL, PIT, -3, 39.5, N/A, N/A
13, 5 December 2010, NO, CIN, -6.5, 44.5, N/A, N/A
13, 5 December 2010, CHI, DET, -5, 43.5, N/A, N/A
13, 5 December 2010, GB, SF, -9, 41, N/A, N/A
13, 5 December 2010, IND, DAL, -5, 47.5, N/A, N/A
13, 5 December 2010, KC, DEN, -8.5, 48, N/A, N/A
13, 5 December 2010, LAC, OAK, -13, 44.5, N/A, N/A
13, 5 December 2010, MIA, CLE, -5.5, 43.5, N/A, N/A
13, 5 December 2010, MIN, BUF, -5.5, 43, N/A, N/A
13, 6 December 2010, NE, NYJ, -3.5, 44.5, N/A, N/A
14, 9 December 2010, IND, TEN, -3, 45, N/A, N/A
14, 12 December 2010, TB, WAS, -1, 41, N/A, N/A
14, 12 December 2010, JAX, OAK, -4, 42.5, N/A, N/A
14, 12 December 2010, LAC, KC, -9, 45.5, N/A, N/A
14, 12 December 2010, DEN, ARI, -4.5, 43, N/A, N/A
14, 12 December 2010, BUF, CLE, -1, 39, N/A, N/A
14, 12 December 2010, ATL, CAR, -7.5, 42, N/A, N/A
14, 12 December 2010, NE, CHI, -3, 38, N/A, N/A
14, 12 December 2010, PHI, DAL, -3.5, 50.5, N/A, N/A
14, 12 December 2010, GB, DET, -6.5, 46.5, N/A, N/A
14, 12 December 2010, NO, SLR, -9, 47, N/A, N/A
14, 12 December 2010, NYJ, MIA, -5.5, 39, N/A, N/A
14, 12 December 2010, PIT, CIN, -9, 39, N/A, N/A
14, 12 December 2010, SF, SEA, -5, 41.5, N/A, N/A
14, 13 December 2010, BAL, HOU, -3, 46, N/A, N/A
14, 13 December 2010, NYG, MIN, -5, 44, N/A, N/A
15, 16 December 2010, LAC, SF, -9.5, 44.5, N/A, N/A
15, 19 December 2010, SLR, KC, -2.5, 42.5, N/A, N/A
15, 19 December 2010, MIA, BUF, -5.5, 40, N/A, N/A
15, 19 December 2010, BAL, NO, -2.5, 44.5, N/A, N/A
15, 19 December 2010, CAR, ARI, -2.5, 37.5, N/A, N/A
15, 19 December 2010, CIN, CLE, -1, 41, N/A, N/A
15, 19 December 2010, DAL, WAS, -8.5, 44.5, N/A, N/A
15, 19 December 2010, IND, JAX, -4.5, 48, N/A, N/A
15, 19 December 2010, NE, GB, -14, 43.5, N/A, N/A
15, 19 December 2010, NYG, PHI, -3, 47, N/A, N/A
15, 19 December 2010, OAK, DEN, -8, 41.5, N/A, N/A
15, 19 December 2010, NYJ, PIT, -4, 36, N/A, N/A
15, 19 December 2010, ATL, SEA, -6, 46.5, N/A, N/A
15, 19 December 2010, TB, DET, -3.5, 42.5, N/A, N/A
15, 19 December 2010, TEN, HOU, -1, 47.5, N/A, N/A
15, 20 December 2010, CHI, MIN, -7.5, 33, N/A, N/A
16, 23 December 2010, PIT, CAR, -14, 37, N/A, N/A
16, 25 December 2010, DAL, ARI, -7, 45, N/A, N/A
16, 26 December 2010, TB, SEA, -5.5, 43.5, N/A, N/A
16, 26 December 2010, NE, BUF, -7, 45, N/A, N/A
16, 26 December 2010, CHI, NYJ, -2.5, 35.5, N/A, N/A
16, 26 December 2010, LAC, CIN, -8.5, 43.5, N/A, N/A
16, 26 December 2010, BAL, CLE, -3.5, 39.5, N/A, N/A
16, 26 December 2010, HOU, DEN, -2.5, 48.5, N/A, N/A
16, 26 December 2010, GB, NYG, -3, 43, N/A, N/A
16, 26 December 2010, JAX, WAS, -6.5, 46, N/A, N/A
16, 26 December 2010, KC, TEN, -4.5, 42, N/A, N/A
16, 26 December 2010, SLR, SF, -2.5, 40, N/A, N/A
16, 26 December 2010, MIA, DET, -3.5, 41.5, N/A, N/A
16, 26 December 2010, IND, OAK, -1.5, 47.5, N/A, N/A
16, 27 December 2010, ATL, NO, -2.5, 50, N/A, N/A
16, 28 December 2010, PHI, MIN, -14, 44, N/A, N/A
17, 2 January 2011, ATL, CAR, -14, 41, N/A, N/A
17, 2 January 2011, BAL, CIN, -10, 43, N/A, N/A
17, 2 January 2011, PIT, CLE, -6.5, 38.5, N/A, N/A
17, 2 January 2011, LAC, DEN, -3.5, 47, N/A, N/A
17, 2 January 2011, DET, MIN, -4, 44, N/A, N/A
17, 2 January 2011, GB, CHI, -10.5, 43, N/A, N/A
17, 2 January 2011, HOU, JAX, -4, 47.5, N/A, N/A
17, 2 January 2011, IND, TEN, -9, 48, N/A, N/A
17, 2 January 2011, KC, OAK, -4.5, 43, N/A, N/A
17, 2 January 2011, NE, MIA, -5, 44, N/A, N/A
17, 2 January 2011, NO, TB, -7, 47, N/A, N/A
17, 2 January 2011, NYJ, BUF, -1, 38, N/A, N/A
17, 2 January 2011, PHI, DAL, -1, 43, N/A, N/A
17, 2 January 2011, SLR, SEA, -3, 41.5, N/A, N/A
17, 2 January 2011, SF, ARI, -6.5, 39, N/A, N/A
17, 2 January 2011, NYG, WAS, -4, 45, N/A, N/A
