WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
6, 15 October 2017, WAS, SF, -11.5, 46.5, 475, -560
6, 15 October 2017, TB, ARI, -2.5, 46.5, -135, 125
6, 15 October 2017, LAR, JAX, -1, 42, 103, -113
6, 15 October 2017, KC, PIT, -3.5, 46, 168, -180
6, 15 October 2017, OAK, LAC, -3, 48, 145, -155
6, 15 October 2017, DEN, NYG, -13.5, 37.5, 590, -735
6, 16 October 2017, TEN, IND, -6.5, 46, 248, -270
7, 19 October 2017, KC, OAK, -3, 46.5, -145, 135
7, 22 October 2017, BUF, TB, -3, 46.5, 155, -165
7, 22 October 2017, CAR, CHI, -2.5, 39.5, -145, 135
7, 22 October 2017, TEN, CLE, -6, 42.5, -230, 210
7, 22 October 2017, NO, GB, -3.5, 45.5, -175, 165
7, 22 October 2017, JAX, IND, -3, 41, -150, 140
7, 22 October 2017, LAR, ARI, -3, 45.5, 150, -160
7, 22 October 2017, MIA, NYJ, -3, 40, 145, -155
7, 22 October 2017, MIN, BAL, -5.5, 37.5, 210, -230
7, 22 October 2017, DAL, SF, -6, 48, -260, 240
7, 22 October 2017, SEA, NYG, -3.5, 38.5, -185, 170
7, 22 October 2017, PIT, CIN, -4.5, 40, 190, -210
7, 22 October 2017, DEN, LAC, -1, 41, -107, -103
7, 22 October 2017, NE, ATL, -2.5, 56.5, 130, -140
7, 23 October 2017, PHI, WAS, -5.5, 48.5, 205, -225
8, 26 October 2017, BAL, MIA, -3, 38, 140, -150
8, 29 October 2017, MIN, CLE, -11, 38.5, -525, 450
8, 29 October 2017, BUF, OAK, -2, 47.5, 112, -122
8, 29 October 2017, CIN, IND, -10.5, 44, 420, -475
8, 29 October 2017, NE, LAC, -6.5, 49, 245, -265
8, 29 October 2017, NO, CHI, -7.5, 46, 320, -355
8, 29 October 2017, ATL, NYJ, -6.5, 44, -280, 255
8, 29 October 2017, PHI, SF, -12.5, 45, 600, -750
8, 29 October 2017, CAR, TB, -1.5, 46, 108, -118
8, 29 October 2017, SEA, HOU, -6, 45, 240, -260
8, 29 October 2017, DAL, WAS, -3, 46.5, -158, 148
8, 29 October 2017, PIT, DET, -3, 44.5, -165, 155
8, 30 October 2017, KC, DEN, -7, 42, 285, -315
9, 2 November 2017, BUF, NYJ, -3, 42, -170, 160
9, 5 November 2017, PHI, DEN, -7, 41, 265, -295
9, 5 November 2017, ATL, CAR, -3, 42, -150, 140
9, 5 November 2017, HOU, IND, -6, 45, 225, -245
9, 5 November 2017, JAX, CIN, -6, 38, 215, -235
9, 5 November 2017, NO, TB, -6.5, 54.5, 270, -300
9, 5 November 2017, LAR, NYG, -6, 42.5, -245, 225
9, 5 November 2017, TEN, BAL, -3, 41, 150, -160
9, 5 November 2017, SEA, WAS, -8, 44, 335, -375
9, 5 November 2017, ARI, SF, -2.5, 39.5, -128, 118
9, 5 November 2017, DAL, KC, -2.5, 53, 120, -130
9, 5 November 2017, OAK, MIA, -3, 44.5, -160, 150
9, 6 November 2017, DET, GB, -2.5, 43, -130, 120
10, 9 November 2017, SEA, ARI, -6, 40, -245, 225
10, 12 November 2017, NO, BUF, -2, 48.5, -123, 113
10, 12 November 2017, DET, CLE, -10, 42.5, 423, -480
10, 12 November 2017, PIT, IND, -10.5, 47, -485, 425
10, 12 November 2017, JAX, LAC, -5, 41, 195, -215
10, 12 November 2017, CHI, GB, -4.5, 37.5, 185, -200
10, 12 November 2017, NYJ, TB, -1.5, 44.5, 110, -120
10, 12 November 2017, TEN, CIN, -4.5, 40.5, 190, -210
10, 12 November 2017, MIN, WAS, -1, 42.5, -105, -105
10, 12 November 2017, LAR, HOU, -12.5, 44.5, 525, -635
10, 12 November 2017, NYG, SF, -3, 41.5, -155, 145
10, 12 November 2017, ATL, DAL, -3.5, 48.5, 170, -185
10, 12 November 2017, NE, DEN, -7, 44.5, -295, 265
10, 13 November 2017, CAR, MIA, -8, 38.5, 330, -370
11, 16 November 2017, PIT, TEN, -7, 44.5, 275, -305
11, 19 November 2017, DET, CHI, -3, 41, -160, 150
11, 19 November 2017, JAX, CLE, -7, 37, -315, 285
11, 19 November 2017, BAL, GB, -2.5, 38.5, -129, 119
11, 19 November 2017, HOU, ARI, -2.5, 38.5, 119, -129
11, 19 November 2017, TB, MIA, -1, 43.5, -115, 105
11, 19 November 2017, LAR, MIN, -1.5, 46, 110, -120
11, 19 November 2017, NO, WAS, -9.5, 53, 335, -375
11, 19 November 2017, KC, NYG, -9.5, 44.5, -420, 375
11, 19 November 2017, LAC, BUF, -7, 41.5, 270, -300
11, 19 November 2017, NE, OAK, -7, 54.5, -305, 275
11, 19 November 2017, DEN, CIN, -2.5, 37.5, 130, -140
11, 19 November 2017, PHI, DAL, -6, 48, -250, 230
11, 20 November 2017, ATL, SEA, -1, 46, -117, 107
12, 23 November 2017, MIN, DET, -2.5, 45.5, -135, 125
12, 23 November 2017, LAC, DAL, -1, 46.5, -115, 105
12, 23 November 2017, WAS, NYG, -7, 44, 265, -295
12, 26 November 2017, NE, MIA, -16.5, 49, 1050, -1300
12, 26 November 2017, CAR, NYJ, -5.5, 39, -230, 210
12, 26 November 2017, PHI, CHI, -13.5, 43, 700, -900
12, 26 November 2017, TEN, IND, -3, 46.5, -165, 155
12, 26 November 2017, KC, BUF, -8, 47, 320, -355
12, 26 November 2017, ATL, TB, -10, 47.5, 420, -475
12, 26 November 2017, CIN, CLE, -7.5, 39, 300, -330
12, 26 November 2017, SEA, SF, -6.5, 44.5, -290, 260
12, 26 November 2017, OAK, DEN, -4, 41, 185, -200
12, 26 November 2017, JAX, ARI, -6, 37, -250, 230
12, 26 November 2017, LAR, NO, -2.5, 54, 132, -142
12, 26 November 2017, PIT, GB, -14, 43, 775, -975
12, 27 November 2017, BAL, HOU, -7.5, 39.5, 315, -345
13, 30 November 2017, WAS, DAL, -1.5, 47, -122, 112
13, 3 December 2017, GB, TB, -3, 45.5, 155, -165
13, 3 December 2017, JAX, IND, -10, 41, 400, -450
13, 3 December 2017, ATL, MIN, -2, 48.5, 113, -123
13, 3 December 2017, BAL, DET, -2.5, 43, 123, -133
13, 3 December 2017, NE, BUF, -7.5, 49, -335, 305
13, 3 December 2017, CHI, SF, -2.5, 42, 130, -140
13, 3 December 2017, DEN, MIA, -1.5, 41, -120, 110
13, 3 December 2017, KC, NYJ, -3.5, 44, -185, 170
13, 3 December 2017, TEN, HOU, -7, 42, 255, -280
13, 3 December 2017, LAC, CLE, -13, 44.5, 660, -840
13, 3 December 2017, LAR, ARI, -7, 43, -325, 295
13, 3 December 2017, OAK, NYG, -10, 43, 390, -440
13, 3 December 2017, NO, CAR, -6, 47.5, 225, -245
13, 3 December 2017, PHI, SEA, -4, 46.5, -188, 173
13, 4 December 2017, PIT, CIN, -4.5, 43, -210, 190
14, 7 December 2017, ATL, NO, -2, 51.5, 120, -130
14, 10 December 2017, BUF, IND, -3.5, 36.5, 165, -175
14, 10 December 2017, MIN, CAR, -2.5, 40.5, -128, 118
14, 10 December 2017, CIN, CHI, -6, 40, 230, -250
14, 10 December 2017, GB, CLE, -2.5, 38.5, -128, 118
14, 10 December 2017, KC, OAK, -4, 48.5, 185, -200
14, 10 December 2017, SF, HOU, -1.5, 45.5, 108, -118
14, 10 December 2017, DAL, NYG, -4, 42.5, -210, 190
14, 10 December 2017, DET, TB, -1, 48, -102, -108
14, 10 December 2017, TEN, ARI, -2.5, 42, -140, 130
14, 10 December 2017, LAC, WAS, -6, 46.5, 240, -260
14, 10 December 2017, NYJ, DEN, -1, 40.5, -115, 105
14, 10 December 2017, PHI, LAR, -1, 47.5, -115, 105
14, 10 December 2017, JAX, SEA, -2.5, 40.5, 130, -140
14, 10 December 2017, PIT, BAL, -6, 43, 230, -250
14, 11 December 2017, NE, MIA, -10.5, 48, -560, 475
15, 14 December 2017, DEN, IND, -2.5, 40.5, -145, 135
15, 16 December 2017, DET, CHI, -5, 43.5, 210, -230
15, 16 December 2017, LAC, KC, -1, 46.5, -105, -105
15, 17 December 2017, MIN, CIN, -13, 43, 600, -750
15, 17 December 2017, NO, NYJ, -16, 47, 955, -1155
15, 17 December 2017, PHI, NYG, -7.5, 41, -310, 280
15, 17 December 2017, JAX, HOU, -10.5, 39.5, 435, -500
15, 17 December 2017, BUF, MIA, -3.5, 39.5, 170, -185
15, 17 December 2017, CAR, GB, -3, 46.5, 135, -145
15, 17 December 2017, BAL, CLE, -6.5, 42.5, -275, 250
15, 17 December 2017, WAS, ARI, -4, 40, 185, -200
15, 17 December 2017, LAR, SEA, -1, 47.5, -105, -105
15, 17 December 2017, SF, TEN, -2.5, 44.5, 125, -135
15, 17 December 2017, NE, PIT, -2.5, 53, -130, 120
15, 17 December 2017, DAL, OAK, -3, 46.5, -145, 135
15, 18 December 2017, ATL, TB, -7, 49.5, -320, 290
16, 23 December 2017, BAL, IND, -13.5, 41, 725, -925
16, 23 December 2017, MIN, GB, -9, 41, -415, 370
16, 24 December 2017, LAR, TEN, -6, 46, -235, 215
16, 24 December 2017, WAS, DEN, -3, 38.5, 155, -165
16, 24 December 2017, CAR, TB, -10, 47, 380, -430
16, 24 December 2017, CHI, CLE, -6, 36.5, 215, -235
16, 24 December 2017, DET, CIN, -3.5, 43.5, -165, 155
16, 24 December 2017, KC, MIA, -11, 43.5, 450, -525
16, 24 December 2017, NE, BUF, -11, 47.5, 468, -550
16, 24 December 2017, NO, ATL, -5.5, 52, 205, -225
16, 24 December 2017, LAC, NYJ, -7, 42.5, -305, 275
16, 24 December 2017, JAX, SF, -4, 43, -210, 190
16, 24 December 2017, ARI, NYG, -3, 39, 158, -168
16, 24 December 2017, DAL, SEA, -4, 47.5, 185, -200
16, 25 December 2017, PIT, HOU, -8.5, 45.5, -410, 365
16, 25 December 2017, PHI, OAK, -10, 46, 405, -455
17, 31 December 2017, MIN, CHI, -12.5, 38, 670, -855
17, 31 December 2017, NE, NYJ, -16, 43.5, 1100, -1400
17, 31 December 2017, WAS, NYG, -5, 41, -220, 200
17, 31 December 2017, DAL, PHI, -4, 41, -190, 175
17, 31 December 2017, PIT, CLE, -5, 37.5, 195, -215
17, 31 December 2017, DET, GB, -7.5, 45, 280, -310
17, 31 December 2017, IND, HOU, -5.5, 42, 215, -235
17, 31 December 2017, LAC, OAK, -6.5, 43, 265, -295
17, 31 December 2017, SF, LAR, -6, 44, -250, 230
17, 31 December 2017, BUF, MIA, -2.5, 41.5, -135, 125
17, 31 December 2017, ATL, CAR, -5, 44.5, 205, -225
17, 31 December 2017, BAL, CIN, -8.5, 40, 335, -375
17, 31 December 2017, DEN, KC, -3, 37.5, 155, -165
17, 31 December 2017, SEA, ARI, -8.5, 38.5, 328, -365
17, 31 December 2017, NO, TB, -6, 49.5, -260, 240
17, 31 December 2017, TEN, JAX, -2.5, 40.5, 130, -140
