WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
7, 19 October 2014, DAL, NYG, -5.5, 52, 190, -230
7, 19 October 2014, ARI, OAK, -3.5, 44, -175, 155
7, 19 October 2014, DEN, SF, -6.5, 48.5, 250, -300
7, 20 October 2014, PIT, HOU, -3, 44, 130, -150
8, 23 October 2014, DEN, LAC, -9, 51, 350, -450
8, 26 October 2014, DET, ATL, -3.5, 46, -185, 165
8, 26 October 2014, SEA, CAR, -6, 44.5, -270, 220
8, 26 October 2014, BAL, CIN, -3, 44.5, -145, 125
8, 26 October 2014, MIA, JAX, -7, 42.5, -320, 260
8, 26 October 2014, KC, SLR, -7.5, 44, 280, -340
8, 26 October 2014, NE, CHI, -5.5, 52, 220, -260
8, 26 October 2014, NYJ, BUF, -3, 40.5, 130, -150
8, 26 October 2014, TB, MIN, -1.5, 43, 105, -125
8, 26 October 2014, HOU, TEN, -3.5, 43, -180, 160
8, 26 October 2014, ARI, PHI, -1, 48.5, -105, -115
8, 26 October 2014, IND, PIT, -4.5, 48, -220, 180
8, 26 October 2014, CLE, OAK, -6.5, 44.5, 250, -300
8, 26 October 2014, NO, GB, -2, 55, 110, -130
8, 27 October 2014, DAL, WAS, -9.5, 49.5, 400, -500
9, 30 October 2014, NO, CAR, -3, 49, -175, 150
9, 2 November 2014, CIN, JAX, -10, 44, 425, -550
9, 2 November 2014, CLE, TB, -6.5, 44.5, 250, -300
9, 2 November 2014, DAL, ARI, -2, 45.5, 105, -125
9, 2 November 2014, PHI, HOU, -2, 48.5, -135, 115
9, 2 November 2014, KC, NYJ, -8, 41.5, 330, -400
9, 2 November 2014, MIA, LAC, -3, 45.5, 130, -145
9, 2 November 2014, MIN, WAS, 0, 44.5, -110, -110
9, 2 November 2014, SF, SLR, -10.5, 44, 450, -600
9, 2 November 2014, SEA, OAK, -13, 44, 650, -1000
9, 2 November 2014, DEN, NE, -3, 53, -150, 130
9, 2 November 2014, PIT, BAL, -2.5, 48, 115, -135
9, 3 November 2014, IND, NYG, -3, 51.5, -165, 145
10, 6 November 2014, CIN, CLE, -6, 45.5, 230, -270
10, 9 November 2014, DET, MIA, -2.5, 43, 130, -150
10, 9 November 2014, BAL, TEN, -10.5, 44, 425, -550
10, 9 November 2014, BUF, KC, -2, 42, 105, -125
10, 9 November 2014, DAL, JAX, -7.5, 45, -360, 280
10, 9 November 2014, NO, SF, -5.5, 49.5, 200, -240
10, 9 November 2014, PIT, NYJ, -4, 47, -185, 165
10, 9 November 2014, ATL, TB, -3, 47, -170, 150
10, 9 November 2014, DEN, OAK, -12.5, 51, -800, 550
10, 9 November 2014, ARI, SLR, -7, 43, 260, -330
10, 9 November 2014, SEA, NYG, -9.5, 45, 400, -500
10, 9 November 2014, GB, CHI, -9.5, 54, 330, -400
10, 10 November 2014, PHI, CAR, -7, 48.5, 270, -330
11, 13 November 2014, MIA, BUF, -3.5, 41.5, 175, -210
11, 16 November 2014, NO, CIN, -8.5, 51.5, 290, -350
11, 16 November 2014, SF, NYG, -3.5, 44.5, -200, 170
11, 16 November 2014, WAS, TB, -7, 46, 260, -320
11, 16 November 2014, ATL, CAR, -2, 47, -135, 115
11, 16 November 2014, CHI, MIN, -2.5, 46.5, 105, -125
11, 16 November 2014, CLE, HOU, -4.5, 42, 170, -200
11, 16 November 2014, SEA, KC, -1, 43.5, 100, -120
11, 16 November 2014, DEN, SLR, -9, 50, -500, 400
11, 16 November 2014, LAC, OAK, -10.5, 45.5, 450, -600
11, 16 November 2014, DET, ARI, -1.5, 41.5, -110, -110
11, 16 November 2014, GB, PHI, -5.5, 56, 200, -240
11, 16 November 2014, IND, NE, -3, 59, 140, -160
11, 17 November 2014, PIT, TEN, -7, 46, -300, 250
12, 20 November 2014, KC, OAK, -7.5, 42.5, -360, 300
12, 23 November 2014, PHI, TEN, -11, 49, 550, -700
12, 23 November 2014, ATL, CLE, -2, 48, 125, -145
12, 23 November 2014, CHI, TB, -4, 46, 175, -210
12, 23 November 2014, HOU, CIN, -2, 44, 125, -145
12, 23 November 2014, IND, JAX, -14, 49, 600, -900
12, 23 November 2014, GB, MIN, -8, 50, -400, 300
12, 23 November 2014, NE, DET, -7, 48, 280, -340
12, 23 November 2014, LAC, SLR, -5, 44, 200, -240
12, 23 November 2014, SEA, ARI, -7, 42, 290, -360
12, 23 November 2014, SF, WAS, -10, 44, 400, -500
12, 23 November 2014, DEN, MIA, -6, 47, 250, -300
12, 23 November 2014, DAL, NYG, -4, 48, -220, 180
12, 24 November 2014, BUF, NYJ, -2, 42, 125, -145
12, 24 November 2014, NO, BAL, -3, 50, 125, -145
13, 27 November 2014, DET, CHI, -7, 46, 260, -320
13, 27 November 2014, DAL, PHI, -3, 56, 155, -175
13, 27 November 2014, SF, SEA, -1, 40, 110, -130
13, 30 November 2014, CIN, TB, -6, 44, -250, 210
13, 30 November 2014, PIT, NO, -4, 54, 160, -180
13, 30 November 2014, SLR, OAK, -6, 43, 220, -260
13, 30 November 2014, MIN, CAR, -2, 41, 120, -140
13, 30 November 2014, BAL, LAC, -6, 46, 230, -275
13, 30 November 2014, BUF, CLE, -3, 42, 150, -170
13, 30 November 2014, HOU, TEN, -7, 43, 250, -300
13, 30 November 2014, IND, WAS, -8, 48, 300, -400
13, 30 November 2014, NYG, JAX, -3, 44, -155, 135
13, 30 November 2014, ARI, ATL, -2, 46, -130, 110
13, 30 November 2014, GB, NE, -2, 58, 125, -145
13, 30 November 2014, KC, DEN, -1, 49, 100, -120
13, 1 December 2014, MIA, NYJ, -7, 42, -310, 250
14, 4 December 2014, DAL, CHI, -4, 51, -210, 175
14, 7 December 2014, CIN, PIT, -3, 48, 140, -160
14, 7 December 2014, IND, CLE, -3, 50, -170, 150
14, 7 December 2014, DET, TB, -10, 42, 400, -550
14, 7 December 2014, HOU, JAX, -6, 42, -280, 235
14, 7 December 2014, MIA, BAL, -3, 45, 140, -160
14, 7 December 2014, MIN, NYJ, -4, 40, 170, -200
14, 7 December 2014, NO, CAR, -9, 50, 400, -400
14, 7 December 2014, NYG, TEN, -2, 46, -145, 125
14, 7 December 2014, SLR, WAS, -3, 44, -145, 125
14, 7 December 2014, KC, ARI, -2, 41, -150, 130
14, 7 December 2014, DEN, BUF, -9, 47, 350, -425
14, 7 December 2014, SF, OAK, -8, 40, -450, 350
14, 7 December 2014, SEA, PHI, -2, 48, -125, 105
14, 7 December 2014, NE, LAC, -4, 53, -210, 180
14, 8 December 2014, GB, ATL, -14, 54, 600, -900
15, 11 December 2014, SLR, ARI, -6, 40, 220, -260
15, 14 December 2014, NE, MIA, -9, 49, 350, -450
15, 14 December 2014, NYG, WAS, -7, 46, 250, -300
15, 14 December 2014, PIT, ATL, -3, 55, -155, 135
15, 14 December 2014, BAL, JAX, -14, 44, 700, -1100
15, 14 December 2014, GB, BUF, -4, 50, -185, 160
15, 14 December 2014, CAR, TB, -4, 41, 165, -190
15, 14 December 2014, CLE, CIN, -2, 44, 110, -130
15, 14 December 2014, IND, HOU, -7, 49, 260, -320
15, 14 December 2014, KC, OAK, -11, 42, 450, -600
15, 14 December 2014, DEN, LAC, -4, 49, -220, 180
15, 14 December 2014, NYJ, TEN, -4, 42, -180, 160
15, 14 December 2014, SEA, SF, -10, 38, 350, -450
15, 14 December 2014, DET, MIN, -8, 42, 310, -400
15, 14 December 2014, PHI, DAL, -4, 54, 150, -170
15, 15 December 2014, NO, CHI, -3, 54, -180, 165
16, 18 December 2014, JAX, TEN, -4, 39, 190, -220
16, 20 December 2014, SF, LAC, -2, 40, 105, -125
16, 20 December 2014, PHI, WAS, -7, 50, -320, 260
16, 21 December 2014, GB, TB, -12, 48, -800, 500
16, 21 December 2014, BAL, HOU, -6, 42, -300, 250
16, 21 December 2014, PIT, KC, -2, 50, 120, -140
16, 21 December 2014, CAR, CLE, -6, 40, 220, -260
16, 21 December 2014, DET, CHI, -10, 44, -500, 400
16, 21 December 2014, MIA, MIN, -4, 42, 180, -220
16, 21 December 2014, NO, ATL, -6, 56, 220, -260
16, 21 December 2014, NE, NYJ, -10, 47, -500, 400
16, 21 December 2014, SLR, NYG, -6, 44, 230, -270
16, 21 December 2014, BUF, OAK, -7, 42, -280, 240
16, 21 December 2014, DAL, IND, -4, 53, 155, -175
16, 21 December 2014, SEA, ARI, -10, 36, -450, 350
16, 22 December 2014, DEN, CIN, -4, 47, -180, 160
17, 28 December 2014, HOU, JAX, -8, 38, 310, -380
17, 28 December 2014, KC, LAC, -3, 42, 130, -150
17, 28 December 2014, MIA, NYJ, -7, 41, 250, -300
17, 28 December 2014, MIN, CHI, -7, 47, 250, -300
17, 28 December 2014, NE, BUF, -4, 44, 175, -210
17, 28 December 2014, NYG, PHI, -1, 52, -105, -115
17, 28 December 2014, BAL, CLE, -14, 40, 800, -1000
17, 28 December 2014, NO, TB, -6, 46, -260, 210
17, 28 December 2014, IND, TEN, -8, 46, -340, 280
17, 28 December 2014, DAL, WAS, -6, 47, -260, 220
17, 28 December 2014, ATL, CAR, -3, 48, 130, -150
17, 28 December 2014, DEN, OAK, -16, 48, 900, -1300
17, 28 December 2014, GB, DET, -8, 46, 330, -400
17, 28 December 2014, SEA, SLR, -11, 42, 500, -700
17, 28 December 2014, SF, ARI, -6, 38, 240, -300
17, 28 December 2014, PIT, CIN, -3, 48, 155, -175
