WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
5, 9 October 2011, LAC, DEN, -3.5, 46, N/A, N/A
5, 10 October 2011, DET, CHI, -6.5, 47, N/A, N/A
6, 16 October 2011, ATL, CAR, -3.5, 49.5, N/A, N/A
6, 16 October 2011, BAL, HOU, -7, 44, N/A, N/A
6, 16 October 2011, CHI, MIN, -2.5, 42, N/A, N/A
6, 16 October 2011, CIN, IND, -6, 40.5, N/A, N/A
6, 16 October 2011, DET, SF, -5, 45.5, N/A, N/A
6, 16 October 2011, GB, SLR, -14.5, 47, N/A, N/A
6, 16 October 2011, NE, DAL, -6.5, 55.5, N/A, N/A
6, 16 October 2011, NYG, BUF, -3.5, 49, N/A, N/A
6, 16 October 2011, OAK, CLE, -6.5, 44.5, N/A, N/A
6, 16 October 2011, PIT, JAX, -12.5, 40, N/A, N/A
6, 16 October 2011, NO, TB, -6.5, 50, N/A, N/A
6, 16 October 2011, PHI, WAS, -3, 47, N/A, N/A
6, 17 October 2011, NYJ, MIA, -7, 42, N/A, N/A
7, 23 October 2011, PIT, ARI, -4, 45, N/A, N/A
7, 23 October 2011, CAR, WAS, -2.5, 44, N/A, N/A
7, 23 October 2011, CLE, SEA, -3, 41, N/A, N/A
7, 23 October 2011, DAL, SLR, -14, 43.5, N/A, N/A
7, 23 October 2011, DET, ATL, -5, 47.5, N/A, N/A
7, 23 October 2011, DEN, MIA, -1.5, 42, N/A, N/A
7, 23 October 2011, GB, MIN, -10, 46.5, N/A, N/A
7, 23 October 2011, NO, IND, -14, 49, N/A, N/A
7, 23 October 2011, NYJ, LAC, -1, 43, N/A, N/A
7, 23 October 2011, OAK, KC, -3.5, 41.5, N/A, N/A
7, 23 October 2011, CHI, TB, -1.5, 44, N/A, N/A
7, 23 October 2011, TEN, HOU, -2.5, 44, N/A, N/A
7, 24 October 2011, BAL, JAX, -10, 39.5, N/A, N/A
8, 30 October 2011, BAL, ARI, -12.5, 43, N/A, N/A
8, 30 October 2011, BUF, WAS, -4, 46, N/A, N/A
8, 30 October 2011, CAR, MIN, -3, 47, N/A, N/A
8, 30 October 2011, DET, DEN, -3, 43, N/A, N/A
8, 30 October 2011, HOU, JAX, -10, 41, N/A, N/A
8, 30 October 2011, NO, SLR, -13.5, 48, N/A, N/A
8, 30 October 2011, NYG, MIA, -10, 42.5, N/A, N/A
8, 30 October 2011, PHI, DAL, -3, 49, N/A, N/A
8, 30 October 2011, NE, PIT, -3, 52.5, N/A, N/A
8, 30 October 2011, CIN, SEA, -1, 37.5, N/A, N/A
8, 30 October 2011, SF, CLE, -9.5, 38.5, N/A, N/A
8, 30 October 2011, TEN, IND, -7.5, 43.5, N/A, N/A
8, 31 October 2011, LAC, KC, -3, 44.5, N/A, N/A
9, 6 November 2011, ARI, SLR, -1.5, 41, N/A, N/A
9, 6 November 2011, BUF, NYJ, -2.5, 45, N/A, N/A
9, 6 November 2011, DAL, SEA, -11, 45, N/A, N/A
9, 6 November 2011, HOU, CLE, -10.5, 41.5, N/A, N/A
9, 6 November 2011, ATL, IND, -6.5, 45, N/A, N/A
9, 6 November 2011, KC, MIA, -4.5, 40.5, N/A, N/A
9, 6 November 2011, GB, LAC, -6, 50, N/A, N/A
9, 6 November 2011, NE, NYG, -9.5, 51.5, N/A, N/A
9, 6 November 2011, NO, TB, -8.5, 51, N/A, N/A
9, 6 November 2011, OAK, DEN, -7, 41.5, N/A, N/A
9, 6 November 2011, PIT, BAL, -3, 42, N/A, N/A
9, 6 November 2011, TEN, CIN, -2.5, 42, N/A, N/A
9, 6 November 2011, SF, WAS, -5.5, 37.5, N/A, N/A
9, 7 November 2011, PHI, CHI, -8, 47, N/A, N/A
10, 10 November 2011, LAC, OAK, -7, 48, N/A, N/A
10, 13 November 2011, MIA, WAS, -4, 37.5, N/A, N/A
10, 13 November 2011, NYJ, NE, -1.5, 47.5, N/A, N/A
10, 13 November 2011, PHI, ARI, -13, 47, N/A, N/A
10, 13 November 2011, BAL, SEA, -7, 40, N/A, N/A
10, 13 November 2011, SF, NYG, -4, 42.5, N/A, N/A
10, 13 November 2011, HOU, TB, -4, 45.5, N/A, N/A
10, 13 November 2011, ATL, NO, -1, 50.5, N/A, N/A
10, 13 November 2011, CAR, TEN, -3.5, 47, N/A, N/A
10, 13 November 2011, CHI, DET, -3, 43.5, N/A, N/A
10, 13 November 2011, PIT, CIN, -4, 40.5, N/A, N/A
10, 13 November 2011, CLE, SLR, -2.5, 36, N/A, N/A
10, 13 November 2011, DAL, BUF, -5.5, 48, N/A, N/A
10, 13 November 2011, JAX, IND, -3, 37, N/A, N/A
10, 13 November 2011, KC, DEN, -3, 42, N/A, N/A
10, 14 November 2011, GB, MIN, -13, 50.5, N/A, N/A
11, 17 November 2011, NYJ, DEN, -6, 40, N/A, N/A
11, 20 November 2011, DET, CAR, -6.5, 47.5, N/A, N/A
11, 20 November 2011, GB, TB, -13.5, 48.5, N/A, N/A
11, 20 November 2011, SLR, SEA, -3, 40, N/A, N/A
11, 20 November 2011, MIA, BUF, -3, 43.5, N/A, N/A
11, 20 November 2011, MIN, OAK, -2, 45.5, N/A, N/A
11, 20 November 2011, ATL, TEN, -6, 44, N/A, N/A
11, 20 November 2011, BAL, CIN, -7, 40, N/A, N/A
11, 20 November 2011, CHI, LAC, -4, 45, N/A, N/A
11, 20 November 2011, CLE, JAX, -1.5, 34, N/A, N/A
11, 20 November 2011, NYG, PHI, -6, 45.5, N/A, N/A
11, 20 November 2011, SF, ARI, -10, 41, N/A, N/A
11, 20 November 2011, DAL, WAS, -7.5, 42, N/A, N/A
11, 21 November 2011, NE, KC, -16.5, 46.5, N/A, N/A
12, 24 November 2011, DAL, MIA, -7, 45, N/A, N/A
12, 24 November 2011, GB, DET, -4, 55.5, N/A, N/A
12, 24 November 2011, BAL, SF, -3.5, 40, N/A, N/A
12, 27 November 2011, CIN, CLE, -6.5, 38, N/A, N/A
12, 27 November 2011, ATL, MIN, -10, 44, N/A, N/A
12, 27 November 2011, NYJ, BUF, -9.5, 42.5, N/A, N/A
12, 27 November 2011, OAK, CHI, -3, 41.5, N/A, N/A
12, 27 November 2011, NE, PHI, -3, 50.5, N/A, N/A
12, 27 November 2011, SEA, WAS, -3, 38, N/A, N/A
12, 27 November 2011, TEN, TB, -3.5, 44, N/A, N/A
12, 27 November 2011, CAR, IND, -3.5, 46, N/A, N/A
12, 27 November 2011, HOU, JAX, -6, 37, N/A, N/A
12, 27 November 2011, PIT, KC, -10.5, 41, N/A, N/A
12, 27 November 2011, LAC, DEN, -5, 42, N/A, N/A
12, 27 November 2011, SLR, ARI, -1.5, 39.5, N/A, N/A
12, 28 November 2011, NO, NYG, -7, 51, N/A, N/A
13, 1 December 2011, PHI, SEA, -3, 43.5, N/A, N/A
13, 4 December 2011, SF, SLR, -14, 38, N/A, N/A
13, 4 December 2011, CAR, TB, -2, 47, N/A, N/A
13, 4 December 2011, NYJ, WAS, -3, 38, N/A, N/A
13, 4 December 2011, DAL, ARI, -4.5, 47, N/A, N/A
13, 4 December 2011, BUF, TEN, -1, 42.5, N/A, N/A
13, 4 December 2011, CHI, KC, -8, 36, N/A, N/A
13, 4 December 2011, BAL, CLE, -7, 38, N/A, N/A
13, 4 December 2011, ATL, HOU, -2, 37.5, N/A, N/A
13, 4 December 2011, MIA, OAK, -3, 43, N/A, N/A
13, 4 December 2011, DEN, MIN, -1, 37.5, N/A, N/A
13, 4 December 2011, NE, IND, -20.5, 48.5, N/A, N/A
13, 4 December 2011, NO, DET, -9, 54, N/A, N/A
13, 4 December 2011, GB, NYG, -6.5, 53.5, N/A, N/A
13, 4 December 2011, PIT, CIN, -7, 42.5, N/A, N/A
13, 5 December 2011, LAC, JAX, -3, 39.5, N/A, N/A
14, 8 December 2011, PIT, CLE, -14, 40, N/A, N/A
14, 11 December 2011, NO, TEN, -3, 48.5, N/A, N/A
14, 11 December 2011, NE, WAS, -7.5, 47, N/A, N/A
14, 11 December 2011, SF, ARI, -3.5, 40, N/A, N/A
14, 11 December 2011, BAL, IND, -16.5, 42, N/A, N/A
14, 11 December 2011, ATL, CAR, -3, 48, N/A, N/A
14, 11 December 2011, CIN, HOU, -2.5, 37.5, N/A, N/A
14, 11 December 2011, DAL, NYG, -4.5, 50.5, N/A, N/A
14, 11 December 2011, DEN, CHI, -3, 36, N/A, N/A
14, 11 December 2011, DET, MIN, -10, 47, N/A, N/A
14, 11 December 2011, GB, OAK, -11.5, 50.5, N/A, N/A
14, 11 December 2011, TB, JAX, -2.5, 42, N/A, N/A
14, 11 December 2011, LAC, BUF, -7, 48.5, N/A, N/A
14, 11 December 2011, MIA, PHI, -3, 44.5, N/A, N/A
14, 11 December 2011, NYJ, KC, -11, 35.5, N/A, N/A
14, 12 December 2011, SEA, SLR, -9, 38, N/A, N/A
15, 15 December 2011, ATL, JAX, -12, 42.5, N/A, N/A
15, 17 December 2011, DAL, TB, -7, 47, N/A, N/A
15, 18 December 2011, ARI, CLE, -6, 37.5, N/A, N/A
15, 18 December 2011, BUF, MIA, -1, 42, N/A, N/A
15, 18 December 2011, CHI, SEA, -3.5, 35, N/A, N/A
15, 18 December 2011, NE, DEN, -7, 47.5, N/A, N/A
15, 18 December 2011, HOU, CAR, -5, 45, N/A, N/A
15, 18 December 2011, TEN, IND, -7, 41.5, N/A, N/A
15, 18 December 2011, GB, KC, -12, 46, N/A, N/A
15, 18 December 2011, BAL, LAC, -2.5, 44.5, N/A, N/A
15, 18 December 2011, CIN, SLR, -7, 39, N/A, N/A
15, 18 December 2011, NO, MIN, -7.5, 53.5, N/A, N/A
15, 18 December 2011, NYG, WAS, -6, 46, N/A, N/A
15, 18 December 2011, DET, OAK, -2.5, 47.5, N/A, N/A
15, 18 December 2011, PHI, NYJ, -3, 44, N/A, N/A
15, 19 December 2011, SF, PIT, -2.5, 38, N/A, N/A
16, 22 December 2011, HOU, IND, -6.5, 40, N/A, N/A
16, 24 December 2011, KC, OAK, -3, 43, N/A, N/A
16, 24 December 2011, NE, MIA, -7, 49.5, N/A, N/A
16, 24 December 2011, BAL, CLE, -11.5, 38.5, N/A, N/A
16, 24 December 2011, DEN, BUF, -3, 42.5, N/A, N/A
16, 24 December 2011, CAR, TB, -8, 48, N/A, N/A
16, 24 December 2011, CIN, ARI, -4.5, 41, N/A, N/A
16, 24 December 2011, PHI, DAL, -2.5, 50.5, N/A, N/A
16, 24 December 2011, DET, LAC, -1.5, 53.5, N/A, N/A
16, 24 December 2011, NYJ, NYG, -3, 46.5, N/A, N/A
16, 24 December 2011, PIT, SLR, -10.5, 34, N/A, N/A
16, 24 December 2011, SF, SEA, -2, 37.5, N/A, N/A
16, 24 December 2011, TEN, JAX, -8, 39.5, N/A, N/A
16, 24 December 2011, WAS, MIN, -6.5, 44, N/A, N/A
16, 25 December 2011, GB, CHI, -13, 42, N/A, N/A
16, 26 December 2011, NO, ATL, -7, 52.5, N/A, N/A
17, 1 January 2012, ARI, SEA, -2.5, 41, N/A, N/A
17, 1 January 2012, ATL, TB, -9.5, 45, N/A, N/A
17, 1 January 2012, BAL, CIN, -1.5, 38, N/A, N/A
17, 1 January 2012, PIT, CLE, -7, 33, N/A, N/A
17, 1 January 2012, DEN, KC, -2, 37, N/A, N/A
17, 1 January 2012, DET, GB, -6.5, 41, N/A, N/A
17, 1 January 2012, TEN, HOU, -1.5, 38, N/A, N/A
17, 1 January 2012, JAX, IND, -3, 36.5, N/A, N/A
17, 1 January 2012, SF, SLR, -12.5, 34.5, N/A, N/A
17, 1 January 2012, MIA, NYJ, -2.5, 38.5, N/A, N/A
17, 1 January 2012, MIN, CHI, -2.5, 41, N/A, N/A
17, 1 January 2012, NE, BUF, -10.5, 50, N/A, N/A
17, 1 January 2012, NO, CAR, -7, 55, N/A, N/A
17, 1 January 2012, NYG, DAL, -3, 47.5, N/A, N/A
17, 1 January 2012, OAK, LAC, -3, 48, N/A, N/A
17, 1 January 2012, PHI, WAS, -7.5, 44, N/A, N/A
