WEEK, DATE, FAVORITE, UNDERDOG, SPREAD, TOTAL, AWAY MONEY LINE, HOME MONEY LINE
10, 15 November 2015, NO, WAS, -2, 52, -125, 105
10, 15 November 2015, OAK, MIN, -3, 44, 150, -160
10, 15 November 2015, NE, NYG, -7, 52, -325, 265
10, 15 November 2015, DEN, KC, -4, 42, 170, -200
10, 15 November 2015, SEA, ARI, -3, 44, 130, -150
10, 16 November 2015, CIN, HOU, -10, 46, 400, -500
11, 19 November 2015, JAX, TEN, -3, 42, 125, -145
11, 22 November 2015, DAL, MIA, -2, 46, -130, 110
11, 22 November 2015, ATL, IND, -4, 48, 160, -200
11, 22 November 2015, BAL, SLR, -3, 41, 130, -150
11, 22 November 2015, CAR, WAS, -7, 44, 245, -300
11, 22 November 2015, DEN, CHI, -2, 42, -133, 110
11, 22 November 2015, OAK, DET, -1, 50, -120, 100
11, 22 November 2015, NYJ, HOU, -4, 40, -200, 170
11, 22 November 2015, PHI, TB, -6, 46, 225, -300
11, 22 November 2015, KC, LAC, -3, 46, -170, 150
11, 22 November 2015, MIN, GB, -1, 45, -110, -110
11, 22 November 2015, SEA, SF, -14, 40, 750, -1100
11, 22 November 2015, ARI, CIN, -4, 48, 185, -215
11, 23 November 2015, NE, BUF, -7, 48, 290, -350
12, 26 November 2015, DET, PHI, -3, 47, N/A, N/A
12, 26 November 2015, CAR, DAL, -1, 44, N/A, N/A
12, 26 November 2015, GB, CHI, -8, 45, N/A, N/A
12, 29 November 2015, HOU, NO, -4, 51, N/A, N/A
12, 29 November 2015, IND, TB, -3, 46, N/A, N/A
12, 29 November 2015, JAX, LAC, -5, 47, N/A, N/A
12, 29 November 2015, KC, BUF, -4, 41, N/A, N/A
12, 29 November 2015, NYJ, MIA, -4, 44, N/A, N/A
12, 29 November 2015, ATL, MIN, -2, 45, N/A, N/A
12, 29 November 2015, CIN, SLR, -10, 42, N/A, N/A
12, 29 November 2015, OAK, TEN, -1, 45, N/A, N/A
12, 29 November 2015, NYG, WAS, -1, 48, N/A, N/A
12, 29 November 2015, ARI, SF, -8, 45, N/A, N/A
12, 29 November 2015, SEA, PIT, -3, 46, N/A, N/A
12, 29 November 2015, NE, DEN, -2, 43, N/A, N/A
12, 30 November 2015, CLE, BAL, -6, 41, N/A, N/A
13, 3 December 2015, GB, DET, -2.5, 46.5, N/A, N/A
13, 6 December 2015, BUF, HOU, -3, 42, N/A, N/A
13, 6 December 2015, CHI, SF, -6.5, 43, N/A, N/A
13, 6 December 2015, CIN, CLE, -7.5, 44.5, N/A, N/A
13, 6 December 2015, ARI, SLR, -3.5, 43, N/A, N/A
13, 6 December 2015, MIA, BAL, -3.5, 43.5, N/A, N/A
13, 6 December 2015, SEA, MIN, -2.5, 43, N/A, N/A
13, 6 December 2015, NYJ, NYG, -2.5, 46.5, N/A, N/A
13, 6 December 2015, TB, ATL, -1, 46.5, N/A, N/A
13, 6 December 2015, TEN, JAX, -3, 43.5, N/A, N/A
13, 6 December 2015, KC, OAK, -3, 45.5, N/A, N/A
13, 6 December 2015, DEN, LAC, -5.5, 45, N/A, N/A
13, 6 December 2015, NE, PHI, -7.5, 49, N/A, N/A
13, 6 December 2015, CAR, NO, -6, 50.5, N/A, N/A
13, 6 December 2015, PIT, IND, -10, 50.5, N/A, N/A
13, 7 December 2015, WAS, DAL, -2, 43, N/A, N/A
14, 10 December 2015, ARI, MIN, -10, 46.5, N/A, N/A
14, 13 December 2015, SEA, BAL, -10.5, 42, N/A, N/A
14, 13 December 2015, CAR, ATL, -8, 45.5, N/A, N/A
14, 13 December 2015, CHI, WAS, -4, 43.5, N/A, N/A
14, 13 December 2015, CIN, PIT, -1, 49, N/A, N/A
14, 13 December 2015, CLE, SF, -2.5, 43, N/A, N/A
14, 13 December 2015, JAX, IND, -1, 46, N/A, N/A
14, 13 December 2015, KC, LAC, -11.5, 42, N/A, N/A
14, 13 December 2015, DET, SLR, -3, 41.5, N/A, N/A
14, 13 December 2015, NYJ, TEN, -8, 43, N/A, N/A
14, 13 December 2015, PHI, BUF, -1, 48, N/A, N/A
14, 13 December 2015, TB, NO, -6, 52, N/A, N/A
14, 13 December 2015, DEN, OAK, -6, 43, N/A, N/A
14, 13 December 2015, GB, DAL, -6, 42.5, N/A, N/A
14, 13 December 2015, NE, HOU, -4.5, 46.5, N/A, N/A
14, 14 December 2015, NYG, MIA, -2, 47.5, N/A, N/A
15, 17 December 2015, SLR, TB, -1, 41.5, N/A, N/A
15, 19 December 2015, NYJ, DAL, -3, 41, N/A, N/A
15, 20 December 2015, IND, HOU, -1.5, 42, N/A, N/A
15, 20 December 2015, JAX, ATL, -2, 48, N/A, N/A
15, 20 December 2015, MIN, CHI, -4, 44, N/A, N/A
15, 20 December 2015, NE, TEN, -14.5, 48, N/A, N/A
15, 20 December 2015, CAR, NYG, -4.5, 46.5, N/A, N/A
15, 20 December 2015, KC, BAL, -6.5, 41, N/A, N/A
15, 20 December 2015, BUF, WAS, -2, 45.5, N/A, N/A
15, 20 December 2015, SEA, CLE, -14.5, 45.5, N/A, N/A
15, 20 December 2015, GB, OAK, -4, 47, N/A, N/A
15, 20 December 2015, PIT, DEN, -7, 45.5, N/A, N/A
15, 20 December 2015, CIN, SF, -7, 40.5, N/A, N/A
15, 20 December 2015, LAC, MIA, -1, 46.5, N/A, N/A
15, 20 December 2015, ARI, PHI, -3.5, 51, N/A, N/A
15, 21 December 2015, NO, DET, -2.5, 52, N/A, N/A
16, 24 December 2015, OAK, LAC, -4, 45, N/A, N/A
16, 26 December 2015, PHI, WAS, -3, 48.5, N/A, N/A
16, 27 December 2015, TB, CHI, -3, 44, N/A, N/A
16, 27 December 2015, HOU, TEN, -3.5, 39, N/A, N/A
16, 27 December 2015, NE, NYJ, -2.5, 46, N/A, N/A
16, 27 December 2015, CAR, ATL, -7, 46, N/A, N/A
16, 27 December 2015, PIT, BAL, -11, 47.5, N/A, N/A
16, 27 December 2015, BUF, DAL, -6.5, 42, N/A, N/A
16, 27 December 2015, DET, SF, -9, 43, N/A, N/A
16, 27 December 2015, KC, CLE, -11.5, 42.5, N/A, N/A
16, 27 December 2015, MIA, IND, -2.5, 44, N/A, N/A
16, 27 December 2015, NO, JAX, -2.5, 53.5, N/A, N/A
16, 27 December 2015, ARI, GB, -6, 50, N/A, N/A
16, 27 December 2015, SEA, SLR, -11.5, 41.5, N/A, N/A
16, 27 December 2015, MIN, NYG, -7, 45, N/A, N/A
16, 28 December 2015, DEN, CIN, -4.5, 39.5, N/A, N/A
17, 3 January 2016, DET, CHI, -2.5, 45, N/A, N/A
17, 3 January 2016, CIN, BAL, -10, 40.5, N/A, N/A
17, 3 January 2016, PIT, CLE, -13, 47, N/A, N/A
17, 3 January 2016, DAL, WAS, -3, 41, N/A, N/A
17, 3 January 2016, ATL, NO, -6, 53.5, N/A, N/A
17, 3 January 2016, NYJ, BUF, -3, 41, N/A, N/A
17, 3 January 2016, HOU, JAX, -5.5, 45, N/A, N/A
17, 3 January 2016, IND, TEN, -5, 39, N/A, N/A
17, 3 January 2016, NE, MIA, -10, 46.5, N/A, N/A
17, 3 January 2016, NYG, PHI, -3.5, 51, N/A, N/A
17, 3 January 2016, SLR, SF, -3, 38.5, N/A, N/A
17, 3 January 2016, ARI, SEA, -6, 47, N/A, N/A
17, 3 January 2016, KC, OAK, -6.5, 43.5, N/A, N/A
17, 3 January 2016, CAR, TB, -10, 44.5, N/A, N/A
17, 3 January 2016, DEN, LAC, -10, 42, N/A, N/A
17, 3 January 2016, GB, MIN, -3, 44, N/A, N/A
